Table: Entropy [IG]
Temperature {K} 	Pressure {kPa} 	Entropy {J/K/mol} 	Uncertainty {J/K/mol} 
275	5000	184.4	1.8
275	5200	184.0	1.8
275	5400	183.7	1.8
275	5600	183.4	1.8
275	5800	183.1	1.8
275	6000	182.9	1.8
275	6200	182.6	1.8
275	6400	182.3	1.8
275	6600	182.1	1.8
275	6800	181.8	1.8
275	7000	181.6	1.8
275	7200	181.3	1.8
275	7400	181.1	1.8
275	7600	180.9	1.8
275	7800	180.7	1.8
275	8000	180.5	1.8
275	8200	180.3	1.8
275	8400	180.1	1.8
275	8600	179.9	1.8
275	8800	179.7	1.8
275	9000	179.5	1.8
275	9200	179.3	1.8
275	9400	179.1	1.8
275	9600	178.9	1.8
275	9800	178.8	1.8
275	10000	178.6	1.8
276	101.3	216.9	2.2
276	200	211.3	2.1
276	400	205.5	2.1
276	600	202.1	2.0
276	800	199.7	2.0
276	1000	197.9	2.0
276	1200	196.4	2.0
276	1400	195.1	2.0
276	1600	194.0	1.9
276	1800	193.0	1.9
276	2000	192.1	1.9
276	2200	191.3	1.9
276	2400	190.6	1.9
276	2600	189.9	1.9
276	2800	189.3	1.9
276	3000	188.8	1.9
276	3200	188.2	1.9
276	3400	187.7	1.9
276	3600	187.2	1.9
276	3800	186.8	1.9
276	4000	186.4	1.9
276	4200	186.0	1.9
276	4400	185.6	1.9
276	4600	185.2	1.9
276	4800	184.8	1.8
276	5000	184.5	1.8
276	5200	184.2	1.8
276	5400	183.9	1.8
276	5600	183.6	1.8
276	5800	183.3	1.8
276	6000	183.0	1.8
276	6200	182.7	1.8
276	6400	182.5	1.8
276	6600	182.2	1.8
276	6800	182.0	1.8
276	7000	181.7	1.8
276	7200	181.5	1.8
276	7400	181.2	1.8
276	7600	181.0	1.8
276	7800	180.8	1.8
276	8000	180.6	1.8
276	8200	180.4	1.8
276	8400	180.2	1.8
276	8600	180.0	1.8
276	8800	179.8	1.8
276	9000	179.6	1.8
276	9200	179.4	1.8
276	9400	179.3	1.8
276	9600	179.1	1.8
276	9800	178.9	1.8
276	10000	178.7	1.8
277	101.3	217.1	2.2
277	200	211.4	2.1
277	400	205.6	2.1
277	600	202.3	2.0
277	800	199.9	2.0
277	1000	198.0	2.0
277	1200	196.5	2.0
277	1400	195.2	2.0
277	1600	194.1	1.9
277	1800	193.1	1.9
277	2000	192.3	1.9
277	2200	191.5	1.9
277	2400	190.7	1.9
277	2600	190.1	1.9
277	2800	189.5	1.9
277	3000	188.9	1.9
277	3200	188.4	1.9
277	3400	187.9	1.9
277	3600	187.4	1.9
277	3800	186.9	1.9
277	4000	186.5	1.9
277	4200	186.1	1.9
277	4400	185.7	1.9
277	4600	185.3	1.9
277	4800	185.0	1.8
277	5000	184.6	1.8
277	5200	184.3	1.8
277	5400	184.0	1.8
277	5600	183.7	1.8
277	5800	183.4	1.8
277	6000	183.1	1.8
277	6200	182.9	1.8
277	6400	182.6	1.8
277	6600	182.3	1.8
277	6800	182.1	1.8
277	7000	181.8	1.8
277	7200	181.6	1.8
277	7400	181.4	1.8
277	7600	181.2	1.8
277	7800	180.9	1.8
277	8000	180.7	1.8
277	8200	180.5	1.8
277	8400	180.3	1.8
277	8600	180.1	1.8
277	8800	179.9	1.8
277	9000	179.8	1.8
277	9200	179.6	1.8
277	9400	179.4	1.8
277	9600	179.2	1.8
277	9800	179.0	1.8
277	10000	178.9	1.8
278	101.3	217.2	2.2
278	200	211.5	2.1
278	400	205.8	2.1
278	600	202.4	2.0
278	800	200.0	2.0
278	1000	198.2	2.0
278	1200	196.6	2.0
278	1400	195.4	2.0
278	1600	194.3	1.9
278	1800	193.3	1.9
278	2000	192.4	1.9
278	2200	191.6	1.9
278	2400	190.9	1.9
278	2600	190.2	1.9
278	2800	189.6	1.9
278	3000	189.0	1.9
278	3200	188.5	1.9
278	3400	188.0	1.9
278	3600	187.5	1.9
278	3800	187.1	1.9
278	4000	186.6	1.9
278	4200	186.2	1.9
278	4400	185.8	1.9
278	4600	185.5	1.9
278	4800	185.1	1.9
278	5000	184.8	1.8
278	5200	184.5	1.8
278	5400	184.1	1.8
278	5600	183.8	1.8
278	5800	183.5	1.8
278	6000	183.3	1.8
278	6200	183.0	1.8
278	6400	182.7	1.8
278	6600	182.5	1.8
278	6800	182.2	1.8
278	7000	182.0	1.8
278	7200	181.7	1.8
278	7400	181.5	1.8
278	7600	181.3	1.8
278	7800	181.1	1.8
278	8000	180.9	1.8
278	8200	180.7	1.8
278	8400	180.5	1.8
278	8600	180.3	1.8
278	8800	180.1	1.8
278	9000	179.9	1.8
278	9200	179.7	1.8
278	9400	179.5	1.8
278	9600	179.4	1.8
278	9800	179.2	1.8
278	10000	179.0	1.8
279	101.3	217.3	2.2
279	200	211.7	2.1
279	400	205.9	2.1
279	600	202.5	2.0
279	800	200.2	2.0
279	1000	198.3	2.0
279	1200	196.8	2.0
279	1400	195.5	2.0
279	1600	194.4	1.9
279	1800	193.4	1.9
279	2000	192.5	1.9
279	2200	191.7	1.9
279	2400	191.0	1.9
279	2600	190.4	1.9
279	2800	189.7	1.9
279	3000	189.2	1.9
279	3200	188.6	1.9
279	3400	188.1	1.9
279	3600	187.6	1.9
279	3800	187.2	1.9
279	4000	186.8	1.9
279	4200	186.4	1.9
279	4400	186.0	1.9
279	4600	185.6	1.9
279	4800	185.3	1.9
279	5000	184.9	1.8
279	5200	184.6	1.8
279	5400	184.3	1.8
279	5600	184.0	1.8
279	5800	183.7	1.8
279	6000	183.4	1.8
279	6200	183.1	1.8
279	6400	182.9	1.8
279	6600	182.6	1.8
279	6800	182.4	1.8
279	7000	182.1	1.8
279	7200	181.9	1.8
279	7400	181.7	1.8
279	7600	181.4	1.8
279	7800	181.2	1.8
279	8000	181.0	1.8
279	8200	180.8	1.8
279	8400	180.6	1.8
279	8600	180.4	1.8
279	8800	180.2	1.8
279	9000	180.0	1.8
279	9200	179.8	1.8
279	9400	179.7	1.8
279	9600	179.5	1.8
279	9800	179.3	1.8
279	10000	179.2	1.8
280	101.3	217.5	2.2
280	200	211.8	2.1
280	400	206.1	2.1
280	600	202.7	2.0
280	800	200.3	2.0
280	1000	198.4	2.0
280	1200	196.9	2.0
280	1400	195.6	2.0
280	1600	194.5	1.9
280	1800	193.5	1.9
280	2000	192.7	1.9
280	2200	191.9	1.9
280	2400	191.2	1.9
280	2600	190.5	1.9
280	2800	189.9	1.9
280	3000	189.3	1.9
280	3200	188.8	1.9
280	3400	188.3	1.9
280	3600	187.8	1.9
280	3800	187.3	1.9
280	4000	186.9	1.9
280	4200	186.5	1.9
280	4400	186.1	1.9
280	4600	185.7	1.9
280	4800	185.4	1.9
280	5000	185.1	1.9
280	5200	184.7	1.8
280	5400	184.4	1.8
280	5600	184.1	1.8
280	5800	183.8	1.8
280	6000	183.5	1.8
280	6200	183.3	1.8
280	6400	183.0	1.8
280	6600	182.7	1.8
280	6800	182.5	1.8
280	7000	182.3	1.8
280	7200	182.0	1.8
280	7400	181.8	1.8
280	7600	181.6	1.8
280	7800	181.4	1.8
280	8000	181.1	1.8
280	8200	180.9	1.8
280	8400	180.7	1.8
280	8600	180.5	1.8
280	8800	180.4	1.8
280	9000	180.2	1.8
280	9200	180.0	1.8
280	9400	179.8	1.8
280	9600	179.6	1.8
280	9800	179.5	1.8
280	10000	179.3	1.8
281	101.3	217.6	2.2
281	200	211.9	2.1
281	400	206.2	2.1
281	600	202.8	2.0
281	800	200.4	2.0
281	1000	198.6	2.0
281	1200	197.1	2.0
281	1400	195.8	2.0
281	1600	194.7	1.9
281	1800	193.7	1.9
281	2000	192.8	1.9
281	2200	192.0	1.9
281	2400	191.3	1.9
281	2600	190.6	1.9
281	2800	190.0	1.9
281	3000	189.4	1.9
281	3200	188.9	1.9
281	3400	188.4	1.9
281	3600	187.9	1.9
281	3800	187.5	1.9
281	4000	187.0	1.9
281	4200	186.6	1.9
281	4400	186.2	1.9
281	4600	185.9	1.9
281	4800	185.5	1.9
281	5000	185.2	1.9
281	5200	184.9	1.8
281	5400	184.5	1.8
281	5600	184.2	1.8
281	5800	184.0	1.8
281	6000	183.7	1.8
281	6200	183.4	1.8
281	6400	183.1	1.8
281	6600	182.9	1.8
281	6800	182.6	1.8
281	7000	182.4	1.8
281	7200	182.2	1.8
281	7400	181.9	1.8
281	7600	181.7	1.8
281	7800	181.5	1.8
281	8000	181.3	1.8
281	8200	181.1	1.8
281	8400	180.9	1.8
281	8600	180.7	1.8
281	8800	180.5	1.8
281	9000	180.3	1.8
281	9200	180.1	1.8
281	9400	179.9	1.8
281	9600	179.8	1.8
281	9800	179.6	1.8
281	10000	179.4	1.8
282	101.3	217.7	2.2
282	200	212.1	2.1
282	400	206.3	2.1
282	600	202.9	2.0
282	800	200.6	2.0
282	1000	198.7	2.0
282	1200	197.2	2.0
282	1400	195.9	2.0
282	1600	194.8	1.9
282	1800	193.8	1.9
282	2000	192.9	1.9
282	2200	192.1	1.9
282	2400	191.4	1.9
282	2600	190.8	1.9
282	2800	190.1	1.9
282	3000	189.6	1.9
282	3200	189.0	1.9
282	3400	188.5	1.9
282	3600	188.1	1.9
282	3800	187.6	1.9
282	4000	187.2	1.9
282	4200	186.8	1.9
282	4400	186.4	1.9
282	4600	186.0	1.9
282	4800	185.7	1.9
282	5000	185.3	1.9
282	5200	185.0	1.8
282	5400	184.7	1.8
282	5600	184.4	1.8
282	5800	184.1	1.8
282	6000	183.8	1.8
282	6200	183.5	1.8
282	6400	183.3	1.8
282	6600	183.0	1.8
282	6800	182.8	1.8
282	7000	182.5	1.8
282	7200	182.3	1.8
282	7400	182.1	1.8
282	7600	181.8	1.8
282	7800	181.6	1.8
282	8000	181.4	1.8
282	8200	181.2	1.8
282	8400	181.0	1.8
282	8600	180.8	1.8
282	8800	180.6	1.8
282	9000	180.4	1.8
282	9200	180.2	1.8
282	9400	180.1	1.8
282	9600	179.9	1.8
282	9800	179.7	1.8
282	10000	179.6	1.8
283	101.3	217.9	2.2
283	200	212.2	2.1
283	400	206.5	2.1
283	600	203.1	2.0
283	800	200.7	2.0
283	1000	198.8	2.0
283	1200	197.3	2.0
283	1400	196.0	2.0
283	1600	194.9	1.9
283	1800	193.9	1.9
283	2000	193.1	1.9
283	2200	192.3	1.9
283	2400	191.6	1.9
283	2600	190.9	1.9
283	2800	190.3	1.9
283	3000	189.7	1.9
283	3200	189.2	1.9
283	3400	188.7	1.9
283	3600	188.2	1.9
283	3800	187.7	1.9
283	4000	187.3	1.9
283	4200	186.9	1.9
283	4400	186.5	1.9
283	4600	186.1	1.9
283	4800	185.8	1.9
283	5000	185.5	1.9
283	5200	185.1	1.9
283	5400	184.8	1.8
283	5600	184.5	1.8
283	5800	184.2	1.8
283	6000	183.9	1.8
283	6200	183.7	1.8
283	6400	183.4	1.8
283	6600	183.1	1.8
283	6800	182.9	1.8
283	7000	182.7	1.8
283	7200	182.4	1.8
283	7400	182.2	1.8
283	7600	182.0	1.8
283	7800	181.8	1.8
283	8000	181.5	1.8
283	8200	181.3	1.8
283	8400	181.1	1.8
283	8600	180.9	1.8
283	8800	180.8	1.8
283	9000	180.6	1.8
283	9200	180.4	1.8
283	9400	180.2	1.8
283	9600	180.0	1.8
283	9800	179.9	1.8
283	10000	179.7	1.8
284	101.3	218.0	2.2
284	200	212.4	2.1
284	400	206.6	2.1
284	600	203.2	2.0
284	800	200.8	2.0
284	1000	199.0	2.0
284	1200	197.5	2.0
284	1400	196.2	2.0
284	1600	195.1	2.0
284	1800	194.1	1.9
284	2000	193.2	1.9
284	2200	192.4	1.9
284	2400	191.7	1.9
284	2600	191.0	1.9
284	2800	190.4	1.9
284	3000	189.8	1.9
284	3200	189.3	1.9
284	3400	188.8	1.9
284	3600	188.3	1.9
284	3800	187.9	1.9
284	4000	187.4	1.9
284	4200	187.0	1.9
284	4400	186.7	1.9
284	4600	186.3	1.9
284	4800	185.9	1.9
284	5000	185.6	1.9
284	5200	185.3	1.9
284	5400	184.9	1.8
284	5600	184.6	1.8
284	5800	184.4	1.8
284	6000	184.1	1.8
284	6200	183.8	1.8
284	6400	183.5	1.8
284	6600	183.3	1.8
284	6800	183.0	1.8
284	7000	182.8	1.8
284	7200	182.6	1.8
284	7400	182.3	1.8
284	7600	182.1	1.8
284	7800	181.9	1.8
284	8000	181.7	1.8
284	8200	181.5	1.8
284	8400	181.3	1.8
284	8600	181.1	1.8
284	8800	180.9	1.8
284	9000	180.7	1.8
284	9200	180.5	1.8
284	9400	180.3	1.8
284	9600	180.2	1.8
284	9800	180.0	1.8
284	10000	179.8	1.8
285	101.3	218.1	2.2
285	200	212.5	2.1
285	400	206.7	2.1
285	600	203.3	2.0
285	800	201.0	2.0
285	1000	199.1	2.0
285	1200	197.6	2.0
285	1400	196.3	2.0
285	1600	195.2	2.0
285	1800	194.2	1.9
285	2000	193.3	1.9
285	2200	192.5	1.9
285	2400	191.8	1.9
285	2600	191.2	1.9
285	2800	190.5	1.9
285	3000	190.0	1.9
285	3200	189.4	1.9
285	3400	188.9	1.9
285	3600	188.5	1.9
285	3800	188.0	1.9
285	4000	187.6	1.9
285	4200	187.2	1.9
285	4400	186.8	1.9
285	4600	186.4	1.9
285	4800	186.1	1.9
285	5000	185.7	1.9
285	5200	185.4	1.9
285	5400	185.1	1.9
285	5600	184.8	1.8
285	5800	184.5	1.8
285	6000	184.2	1.8
285	6200	183.9	1.8
285	6400	183.7	1.8
285	6600	183.4	1.8
285	6800	183.2	1.8
285	7000	182.9	1.8
285	7200	182.7	1.8
285	7400	182.5	1.8
285	7600	182.2	1.8
285	7800	182.0	1.8
285	8000	181.8	1.8
285	8200	181.6	1.8
285	8400	181.4	1.8
285	8600	181.2	1.8
285	8800	181.0	1.8
285	9000	180.8	1.8
285	9200	180.7	1.8
285	9400	180.5	1.8
285	9600	180.3	1.8
285	9800	180.1	1.8
285	10000	180.0	1.8
286	101.3	218.3	2.2
286	200	212.6	2.1
286	400	206.9	2.1
286	600	203.5	2.0
286	800	201.1	2.0
286	1000	199.2	2.0
286	1200	197.7	2.0
286	1400	196.4	2.0
286	1600	195.3	2.0
286	1800	194.3	1.9
286	2000	193.5	1.9
286	2200	192.7	1.9
286	2400	192.0	1.9
286	2600	191.3	1.9
286	2800	190.7	1.9
286	3000	190.1	1.9
286	3200	189.6	1.9
286	3400	189.1	1.9
286	3600	188.6	1.9
286	3800	188.1	1.9
286	4000	187.7	1.9
286	4200	187.3	1.9
286	4400	186.9	1.9
286	4600	186.5	1.9
286	4800	186.2	1.9
286	5000	185.9	1.9
286	5200	185.5	1.9
286	5400	185.2	1.9
286	5600	184.9	1.8
286	5800	184.6	1.8
286	6000	184.3	1.8
286	6200	184.1	1.8
286	6400	183.8	1.8
286	6600	183.5	1.8
286	6800	183.3	1.8
286	7000	183.1	1.8
286	7200	182.8	1.8
286	7400	182.6	1.8
286	7600	182.4	1.8
286	7800	182.2	1.8
286	8000	181.9	1.8
286	8200	181.7	1.8
286	8400	181.5	1.8
286	8600	181.3	1.8
286	8800	181.2	1.8
286	9000	181.0	1.8
286	9200	180.8	1.8
286	9400	180.6	1.8
286	9600	180.4	1.8
286	9800	180.3	1.8
286	10000	180.1	1.8
287	101.3	218.4	2.2
287	200	212.7	2.1
287	400	207.0	2.1
287	600	203.6	2.0
287	800	201.2	2.0
287	1000	199.4	2.0
287	1200	197.9	2.0
287	1400	196.6	2.0
287	1600	195.5	2.0
287	1800	194.5	1.9
287	2000	193.6	1.9
287	2200	192.8	1.9
287	2400	192.1	1.9
287	2600	191.4	1.9
287	2800	190.8	1.9
287	3000	190.2	1.9
287	3200	189.7	1.9
287	3400	189.2	1.9
287	3600	188.7	1.9
287	3800	188.3	1.9
287	4000	187.8	1.9
287	4200	187.4	1.9
287	4400	187.0	1.9
287	4600	186.7	1.9
287	4800	186.3	1.9
287	5000	186.0	1.9
287	5200	185.7	1.9
287	5400	185.3	1.9
287	5600	185.0	1.9
287	5800	184.8	1.8
287	6000	184.5	1.8
287	6200	184.2	1.8
287	6400	183.9	1.8
287	6600	183.7	1.8
287	6800	183.4	1.8
287	7000	183.2	1.8
287	7200	183.0	1.8
287	7400	182.7	1.8
287	7600	182.5	1.8
287	7800	182.3	1.8
287	8000	182.1	1.8
287	8200	181.9	1.8
287	8400	181.7	1.8
287	8600	181.5	1.8
287	8800	181.3	1.8
287	9000	181.1	1.8
287	9200	180.9	1.8
287	9400	180.7	1.8
287	9600	180.6	1.8
287	9800	180.4	1.8
287	10000	180.2	1.8
288	101.3	218.5	2.2
288	200	212.9	2.1
288	400	207.1	2.1
288	600	203.7	2.0
288	800	201.4	2.0
288	1000	199.5	2.0
288	1200	198.0	2.0
288	1400	196.7	2.0
288	1600	195.6	2.0
288	1800	194.6	1.9
288	2000	193.7	1.9
288	2200	192.9	1.9
288	2400	192.2	1.9
288	2600	191.6	1.9
288	2800	190.9	1.9
288	3000	190.4	1.9
288	3200	189.8	1.9
288	3400	189.3	1.9
288	3600	188.9	1.9
288	3800	188.4	1.9
288	4000	188.0	1.9
288	4200	187.6	1.9
288	4400	187.2	1.9
288	4600	186.8	1.9
288	4800	186.5	1.9
288	5000	186.1	1.9
288	5200	185.8	1.9
288	5400	185.5	1.9
288	5600	185.2	1.9
288	5800	184.9	1.8
288	6000	184.6	1.8
288	6200	184.3	1.8
288	6400	184.1	1.8
288	6600	183.8	1.8
288	6800	183.6	1.8
288	7000	183.3	1.8
288	7200	183.1	1.8
288	7400	182.9	1.8
288	7600	182.6	1.8
288	7800	182.4	1.8
288	8000	182.2	1.8
288	8200	182.0	1.8
288	8400	181.8	1.8
288	8600	181.6	1.8
288	8800	181.4	1.8
288	9000	181.2	1.8
288	9200	181.0	1.8
288	9400	180.9	1.8
288	9600	180.7	1.8
288	9800	180.5	1.8
288	10000	180.4	1.8
289	101.3	218.7	2.2
289	200	213.0	2.1
289	400	207.3	2.1
289	600	203.9	2.0
289	800	201.5	2.0
289	1000	199.6	2.0
289	1200	198.1	2.0
289	1400	196.8	2.0
289	1600	195.7	2.0
289	1800	194.7	1.9
289	2000	193.9	1.9
289	2200	193.1	1.9
289	2400	192.4	1.9
289	2600	191.7	1.9
289	2800	191.1	1.9
289	3000	190.5	1.9
289	3200	190.0	1.9
289	3400	189.5	1.9
289	3600	189.0	1.9
289	3800	188.5	1.9
289	4000	188.1	1.9
289	4200	187.7	1.9
289	4400	187.3	1.9
289	4600	186.9	1.9
289	4800	186.6	1.9
289	5000	186.3	1.9
289	5200	185.9	1.9
289	5400	185.6	1.9
289	5600	185.3	1.9
289	5800	185.0	1.9
289	6000	184.7	1.8
289	6200	184.5	1.8
289	6400	184.2	1.8
289	6600	183.9	1.8
289	6800	183.7	1.8
289	7000	183.5	1.8
289	7200	183.2	1.8
289	7400	183.0	1.8
289	7600	182.8	1.8
289	7800	182.6	1.8
289	8000	182.3	1.8
289	8200	182.1	1.8
289	8400	181.9	1.8
289	8600	181.7	1.8
289	8800	181.6	1.8
289	9000	181.4	1.8
289	9200	181.2	1.8
289	9400	181.0	1.8
289	9600	180.8	1.8
289	9800	180.7	1.8
289	10000	180.5	1.8
290	101.3	218.8	2.2
290	200	213.1	2.1
290	400	207.4	2.1
290	600	204.0	2.0
290	800	201.6	2.0
290	1000	199.8	2.0
290	1200	198.2	2.0
290	1400	197.0	2.0
290	1600	195.9	2.0
290	1800	194.9	1.9
290	2000	194.0	1.9
290	2200	193.2	1.9
290	2400	192.5	1.9
290	2600	191.8	1.9
290	2800	191.2	1.9
290	3000	190.6	1.9
290	3200	190.1	1.9
290	3400	189.6	1.9
290	3600	189.1	1.9
290	3800	188.7	1.9
290	4000	188.2	1.9
290	4200	187.8	1.9
290	4400	187.4	1.9
290	4600	187.1	1.9
290	4800	186.7	1.9
290	5000	186.4	1.9
290	5200	186.1	1.9
290	5400	185.7	1.9
290	5600	185.4	1.9
290	5800	185.1	1.9
290	6000	184.9	1.8
290	6200	184.6	1.8
290	6400	184.3	1.8
290	6600	184.1	1.8
290	6800	183.8	1.8
290	7000	183.6	1.8
290	7200	183.4	1.8
290	7400	183.1	1.8
290	7600	182.9	1.8
290	7800	182.7	1.8
290	8000	182.5	1.8
290	8200	182.3	1.8
290	8400	182.1	1.8
290	8600	181.9	1.8
290	8800	181.7	1.8
290	9000	181.5	1.8
290	9200	181.3	1.8
290	9400	181.1	1.8
290	9600	181.0	1.8
290	9800	180.8	1.8
290	10000	180.6	1.8
291	101.3	218.9	2.2
291	200	213.3	2.1
291	400	207.5	2.1
291	600	204.1	2.0
291	800	201.8	2.0
291	1000	199.9	2.0
291	1200	198.4	2.0
291	1400	197.1	2.0
291	1600	196.0	2.0
291	1800	195.0	2.0
291	2000	194.1	1.9
291	2200	193.3	1.9
291	2400	192.6	1.9
291	2600	192.0	1.9
291	2800	191.3	1.9
291	3000	190.8	1.9
291	3200	190.2	1.9
291	3400	189.7	1.9
291	3600	189.2	1.9
291	3800	188.8	1.9
291	4000	188.4	1.9
291	4200	188.0	1.9
291	4400	187.6	1.9
291	4600	187.2	1.9
291	4800	186.9	1.9
291	5000	186.5	1.9
291	5200	186.2	1.9
291	5400	185.9	1.9
291	5600	185.6	1.9
291	5800	185.3	1.9
291	6000	185.0	1.8
291	6200	184.7	1.8
291	6400	184.5	1.8
291	6600	184.2	1.8
291	6800	184.0	1.8
291	7000	183.7	1.8
291	7200	183.5	1.8
291	7400	183.3	1.8
291	7600	183.0	1.8
291	7800	182.8	1.8
291	8000	182.6	1.8
291	8200	182.4	1.8
291	8400	182.2	1.8
291	8600	182.0	1.8
291	8800	181.8	1.8
291	9000	181.6	1.8
291	9200	181.4	1.8
291	9400	181.3	1.8
291	9600	181.1	1.8
291	9800	180.9	1.8
291	10000	180.8	1.8
292	101.3	219.1	2.2
292	200	213.4	2.1
292	400	207.6	2.1
292	600	204.3	2.0
292	800	201.9	2.0
292	1000	200.0	2.0
292	1200	198.5	2.0
292	1400	197.2	2.0
292	1600	196.1	2.0
292	1800	195.1	2.0
292	2000	194.3	1.9
292	2200	193.5	1.9
292	2400	192.7	1.9
292	2600	192.1	1.9
292	2800	191.5	1.9
292	3000	190.9	1.9
292	3200	190.4	1.9
292	3400	189.9	1.9
292	3600	189.4	1.9
292	3800	188.9	1.9
292	4000	188.5	1.9
292	4200	188.1	1.9
292	4400	187.7	1.9
292	4600	187.3	1.9
292	4800	187.0	1.9
292	5000	186.6	1.9
292	5200	186.3	1.9
292	5400	186.0	1.9
292	5600	185.7	1.9
292	5800	185.4	1.9
292	6000	185.1	1.9
292	6200	184.9	1.8
292	6400	184.6	1.8
292	6600	184.3	1.8
292	6800	184.1	1.8
292	7000	183.8	1.8
292	7200	183.6	1.8
292	7400	183.4	1.8
292	7600	183.2	1.8
292	7800	182.9	1.8
292	8000	182.7	1.8
292	8200	182.5	1.8
292	8400	182.3	1.8
292	8600	182.1	1.8
292	8800	181.9	1.8
292	9000	181.8	1.8
292	9200	181.6	1.8
292	9400	181.4	1.8
292	9600	181.2	1.8
292	9800	181.1	1.8
292	10000	180.9	1.8
293	101.3	219.2	2.2
293	200	213.5	2.1
293	400	207.8	2.1
293	600	204.4	2.0
293	800	202.0	2.0
293	1000	200.2	2.0
293	1200	198.6	2.0
293	1400	197.4	2.0
293	1600	196.3	2.0
293	1800	195.3	2.0
293	2000	194.4	1.9
293	2200	193.6	1.9
293	2400	192.9	1.9
293	2600	192.2	1.9
293	2800	191.6	1.9
293	3000	191.0	1.9
293	3200	190.5	1.9
293	3400	190.0	1.9
293	3600	189.5	1.9
293	3800	189.1	1.9
293	4000	188.6	1.9
293	4200	188.2	1.9
293	4400	187.8	1.9
293	4600	187.5	1.9
293	4800	187.1	1.9
293	5000	186.8	1.9
293	5200	186.5	1.9
293	5400	186.1	1.9
293	5600	185.8	1.9
293	5800	185.5	1.9
293	6000	185.3	1.9
293	6200	185.0	1.8
293	6400	184.7	1.8
293	6600	184.5	1.8
293	6800	184.2	1.8
293	7000	184.0	1.8
293	7200	183.7	1.8
293	7400	183.5	1.8
293	7600	183.3	1.8
293	7800	183.1	1.8
293	8000	182.9	1.8
293	8200	182.7	1.8
293	8400	182.5	1.8
293	8600	182.3	1.8
293	8800	182.1	1.8
293	9000	181.9	1.8
293	9200	181.7	1.8
293	9400	181.5	1.8
293	9600	181.4	1.8
293	9800	181.2	1.8
293	10000	181.0	1.8
294	101.3	219.3	2.2
294	200	213.7	2.1
294	400	207.9	2.1
294	600	204.5	2.0
294	800	202.1	2.0
294	1000	200.3	2.0
294	1200	198.8	2.0
294	1400	197.5	2.0
294	1600	196.4	2.0
294	1800	195.4	2.0
294	2000	194.5	1.9
294	2200	193.7	1.9
294	2400	193.0	1.9
294	2600	192.3	1.9
294	2800	191.7	1.9
294	3000	191.2	1.9
294	3200	190.6	1.9
294	3400	190.1	1.9
294	3600	189.6	1.9
294	3800	189.2	1.9
294	4000	188.8	1.9
294	4200	188.4	1.9
294	4400	188.0	1.9
294	4600	187.6	1.9
294	4800	187.2	1.9
294	5000	186.9	1.9
294	5200	186.6	1.9
294	5400	186.3	1.9
294	5600	186.0	1.9
294	5800	185.7	1.9
294	6000	185.4	1.9
294	6200	185.1	1.9
294	6400	184.9	1.8
294	6600	184.6	1.8
294	6800	184.4	1.8
294	7000	184.1	1.8
294	7200	183.9	1.8
294	7400	183.6	1.8
294	7600	183.4	1.8
294	7800	183.2	1.8
294	8000	183.0	1.8
294	8200	182.8	1.8
294	8400	182.6	1.8
294	8600	182.4	1.8
294	8800	182.2	1.8
294	9000	182.0	1.8
294	9200	181.8	1.8
294	9400	181.7	1.8
294	9600	181.5	1.8
294	9800	181.3	1.8
294	10000	181.1	1.8
295	101.3	219.5	2.2
295	200	213.8	2.1
295	400	208.0	2.1
295	600	204.7	2.0
295	800	202.3	2.0
295	1000	200.4	2.0
295	1200	198.9	2.0
295	1400	197.6	2.0
295	1600	196.5	2.0
295	1800	195.5	2.0
295	2000	194.7	1.9
295	2200	193.9	1.9
295	2400	193.1	1.9
295	2600	192.5	1.9
295	2800	191.9	1.9
295	3000	191.3	1.9
295	3200	190.7	1.9
295	3400	190.2	1.9
295	3600	189.8	1.9
295	3800	189.3	1.9
295	4000	188.9	1.9
295	4200	188.5	1.9
295	4400	188.1	1.9
295	4600	187.7	1.9
295	4800	187.4	1.9
295	5000	187.0	1.9
295	5200	186.7	1.9
295	5400	186.4	1.9
295	5600	186.1	1.9
295	5800	185.8	1.9
295	6000	185.5	1.9
295	6200	185.2	1.9
295	6400	185.0	1.8
295	6600	184.7	1.8
295	6800	184.5	1.8
295	7000	184.2	1.8
295	7200	184.0	1.8
295	7400	183.8	1.8
295	7600	183.6	1.8
295	7800	183.3	1.8
295	8000	183.1	1.8
295	8200	182.9	1.8
295	8400	182.7	1.8
295	8600	182.5	1.8
295	8800	182.3	1.8
295	9000	182.2	1.8
295	9200	182.0	1.8
295	9400	181.8	1.8
295	9600	181.6	1.8
295	9800	181.4	1.8
295	10000	181.3	1.8
296	101.3	219.6	2.2
296	200	213.9	2.1
296	400	208.2	2.1
296	600	204.8	2.0
296	800	202.4	2.0
296	1000	200.5	2.0
296	1200	199.0	2.0
296	1400	197.8	2.0
296	1600	196.6	2.0
296	1800	195.7	2.0
296	2000	194.8	1.9
296	2200	194.0	1.9
296	2400	193.3	1.9
296	2600	192.6	1.9
296	2800	192.0	1.9
296	3000	191.4	1.9
296	3200	190.9	1.9
296	3400	190.4	1.9
296	3600	189.9	1.9
296	3800	189.4	1.9
296	4000	189.0	1.9
296	4200	188.6	1.9
296	4400	188.2	1.9
296	4600	187.9	1.9
296	4800	187.5	1.9
296	5000	187.2	1.9
296	5200	186.8	1.9
296	5400	186.5	1.9
296	5600	186.2	1.9
296	5800	185.9	1.9
296	6000	185.7	1.9
