Table: Internal Energy [G]
Temperature {K} 	 Pressure {Pa} 	 Specific Internal Energy {J/Kg}
231 	 800000 	 6.588662e+05
232 	 200000 	 6.678559e+05
232 	 400000 	 6.654016e+05
232 	 600000 	 6.626737e+05
232 	 800000 	 6.596361e+05
233 	 200000 	 6.684823e+05
233 	 400000 	 6.660611e+05
233 	 600000 	 6.633765e+05
233 	 800000 	 6.603940e+05
234 	 200000 	 6.690949e+05
234 	 400000 	 6.667024e+05
234 	 600000 	 6.640587e+05
234 	 800000 	 6.611345e+05
235 	 200000 	 6.697803e+05
235 	 400000 	 6.674213e+05
235 	 600000 	 6.648160e+05
235 	 800000 	 6.619453e+05
235 	 1000000 	 6.587534e+05
236 	 200000 	 6.703956e+05
236 	 400000 	 6.680649e+05
236 	 600000 	 6.655073e+05
236 	 800000 	 6.626967e+05
236 	 1000000 	 6.595725e+05
237 	 200000 	 6.710146e+05
237 	 400000 	 6.687156e+05
237 	 600000 	 6.661986e+05
237 	 800000 	 6.634440e+05
237 	 1000000 	 6.603924e+05
238 	 200000 	 6.716677e+05
238 	 400000 	 6.693937e+05
238 	 600000 	 6.669163e+05
238 	 800000 	 6.642041e+05
238 	 1000000 	 6.612025e+05
239 	 200000 	 6.722904e+05
239 	 400000 	 6.700464e+05
239 	 600000 	 6.676025e+05
239 	 800000 	 6.649430e+05
239 	 1000000 	 6.620208e+05
240 	 200000 	 6.729180e+05
240 	 400000 	 6.706959e+05
240 	 600000 	 6.682904e+05
240 	 800000 	 6.656732e+05
240 	 1000000 	 6.627968e+05
241 	 200000 	 6.735612e+05
241 	 400000 	 6.713669e+05
241 	 600000 	 6.689937e+05
241 	 800000 	 6.664206e+05
241 	 1000000 	 6.636215e+05
241 	 1200000 	 6.605098e+05
242 	 200000 	 6.742101e+05
242 	 400000 	 6.720399e+05
242 	 600000 	 6.697004e+05
242 	 800000 	 6.671632e+05
242 	 1000000 	 6.643985e+05
242 	 1200000 	 6.613619e+05
243 	 200000 	 6.748426e+05
243 	 400000 	 6.726979e+05
243 	 600000 	 6.703892e+05
243 	 800000 	 6.678961e+05
243 	 1000000 	 6.651889e+05
243 	 1200000 	 6.622068e+05
244 	 200000 	 6.754923e+05
244 	 400000 	 6.733698e+05
244 	 600000 	 6.710919e+05
244 	 800000 	 6.686323e+05
244 	 1000000 	 6.659739e+05
244 	 1200000 	 6.630544e+05
245 	 200000 	 6.760967e+05
245 	 400000 	 6.740011e+05
245 	 600000 	 6.717538e+05
245 	 800000 	 6.693425e+05
245 	 1000000 	 6.667366e+05
245 	 1200000 	 6.638814e+05
245 	 1400000 	 6.606665e+05
246 	 200000 	 6.767681e+05
246 	 400000 	 6.746909e+05
246 	 600000 	 6.724727e+05
246 	 800000 	 6.700898e+05
246 	 1000000 	 6.675140e+05
246 	 1200000 	 6.647272e+05
246 	 1400000 	 6.616542e+05
247 	 200000 	 6.774163e+05
247 	 400000 	 6.753644e+05
247 	 600000 	 6.731718e+05
247 	 800000 	 6.708268e+05
247 	 1000000 	 6.682951e+05
247 	 1200000 	 6.655525e+05
247 	 1400000 	 6.625458e+05
248 	 200000 	 6.780461e+05
248 	 400000 	 6.760139e+05
248 	 600000 	 6.738498e+05
248 	 800000 	 6.715360e+05
248 	 1000000 	 6.690519e+05
248 	 1200000 	 6.663697e+05
248 	 1400000 	 6.634236e+05
249 	 200000 	 6.786751e+05
249 	 400000 	 6.766638e+05
249 	 600000 	 6.745278e+05
249 	 800000 	 6.722489e+05
249 	 1000000 	 6.698021e+05
249 	 1200000 	 6.671596e+05
249 	 1400000 	 6.642784e+05
250 	 200000 	 6.793510e+05
250 	 400000 	 6.773574e+05
250 	 600000 	 6.752447e+05
250 	 800000 	 6.729968e+05
250 	 1000000 	 6.705886e+05
250 	 1200000 	 6.679971e+05
250 	 1400000 	 6.651748e+05
250 	 1600000 	 6.620893e+05
251 	 200000 	 6.799717e+05
251 	 400000 	 6.780043e+05
251 	 600000 	 6.759141e+05
251 	 800000 	 6.736964e+05
251 	 1000000 	 6.713261e+05
251 	 1200000 	 6.687853e+05
251 	 1400000 	 6.660235e+05
251 	 1600000 	 6.630122e+05
252 	 200000 	 6.806302e+05
252 	 400000 	 6.786809e+05
252 	 600000 	 6.766215e+05
252 	 800000 	 6.744295e+05
252 	 1000000 	 6.720888e+05
252 	 1200000 	 6.695821e+05
252 	 1400000 	 6.668896e+05
252 	 1600000 	 6.639436e+05
253 	 200000 	 6.812518e+05
253 	 400000 	 6.793173e+05
253 	 600000 	 6.772801e+05
253 	 800000 	 6.751180e+05
253 	 1000000 	 6.728161e+05
253 	 1200000 	 6.703604e+05
253 	 1400000 	 6.677064e+05
253 	 1600000 	 6.648248e+05
254 	 200000 	 6.819349e+05
254 	 400000 	 6.800258e+05
254 	 600000 	 6.780081e+05
254 	 800000 	 6.758727e+05
254 	 1000000 	 6.736048e+05
254 	 1200000 	 6.711901e+05
254 	 1400000 	 6.685764e+05
254 	 1600000 	 6.657498e+05
254 	 1800000 	 6.626667e+05
255 	 200000 	 6.825970e+05
255 	 400000 	 6.807036e+05
255 	 600000 	 6.787071e+05
255 	 800000 	 6.765976e+05
255 	 1000000 	 6.743627e+05
255 	 1200000 	 6.719759e+05
255 	 1400000 	 6.694181e+05
255 	 1600000 	 6.666473e+05
255 	 1800000 	 6.636321e+05
256 	 200000 	 6.832104e+05
256 	 400000 	 6.813330e+05
256 	 600000 	 6.793588e+05
256 	 800000 	 6.772762e+05
256 	 1000000 	 6.750705e+05
256 	 1200000 	 6.727334e+05
256 	 1400000 	 6.702174e+05
256 	 1600000 	 6.675142e+05
256 	 1800000 	 6.645778e+05
257 	 200000 	 6.838994e+05
257 	 400000 	 6.820436e+05
257 	 600000 	 6.800892e+05
257 	 800000 	 6.780340e+05
257 	 1000000 	 6.758579e+05
257 	 1200000 	 6.735394e+05
257 	 1400000 	 6.710759e+05
257 	 1600000 	 6.684212e+05
257 	 1800000 	 6.655394e+05
257 	 2000000 	 6.623891e+05
258 	 200000 	 6.845452e+05
258 	 400000 	 6.827058e+05
258 	 600000 	 6.807706e+05
258 	 800000 	 6.787371e+05
258 	 1000000 	 6.765908e+05
258 	 1200000 	 6.743048e+05
258 	 1400000 	 6.718805e+05
258 	 1600000 	 6.692813e+05
258 	 1800000 	 6.664733e+05
258 	 2000000 	 6.633927e+05
259 	 200000 	 6.851945e+05
259 	 400000 	 6.833716e+05
259 	 600000 	 6.814605e+05
259 	 800000 	 6.794513e+05
259 	 1000000 	 6.773320e+05
259 	 1200000 	 6.750923e+05
259 	 1400000 	 6.726999e+05
259 	 1600000 	 6.701409e+05
259 	 1800000 	 6.673859e+05
259 	 2000000 	 6.643819e+05
260 	 200000 	 6.858327e+05
260 	 400000 	 6.840285e+05
260 	 600000 	 6.821360e+05
260 	 800000 	 6.801498e+05
260 	 1000000 	 6.780577e+05
260 	 1200000 	 6.758397e+05
260 	 1400000 	 6.734989e+05
260 	 1600000 	 6.709856e+05
260 	 1800000 	 6.682945e+05
260 	 2000000 	 6.653645e+05
261 	 200000 	 6.865085e+05
261 	 400000 	 6.847227e+05
261 	 600000 	 6.828532e+05
261 	 800000 	 6.808874e+05
261 	 1000000 	 6.788242e+05
261 	 1200000 	 6.766404e+05
261 	 1400000 	 6.743279e+05
261 	 1600000 	 6.718630e+05
261 	 1800000 	 6.692229e+05
261 	 2000000 	 6.663569e+05
261 	 2200000 	 6.632297e+05
262 	 200000 	 6.871606e+05
262 	 400000 	 6.853908e+05
262 	 600000 	 6.835376e+05
262 	 800000 	 6.815950e+05
262 	 1000000 	 6.795551e+05
262 	 1200000 	 6.774060e+05
262 	 1400000 	 6.751307e+05
262 	 1600000 	 6.727145e+05
262 	 1800000 	 6.701208e+05
262 	 2000000 	 6.673160e+05
262 	 2200000 	 6.642668e+05
263 	 200000 	 6.878096e+05
263 	 400000 	 6.860563e+05
263 	 600000 	 6.842226e+05
263 	 800000 	 6.823018e+05
263 	 1000000 	 6.802859e+05
263 	 1200000 	 6.781668e+05
263 	 1400000 	 6.759203e+05
263 	 1600000 	 6.735379e+05
263 	 1800000 	 6.709840e+05
263 	 2000000 	 6.682514e+05
263 	 2200000 	 6.652852e+05
264 	 200000 	 6.884856e+05
264 	 400000 	 6.867445e+05
264 	 600000 	 6.849295e+05
264 	 800000 	 6.830282e+05
264 	 1000000 	 6.810391e+05
264 	 1200000 	 6.789458e+05
264 	 1400000 	 6.767450e+05
264 	 1600000 	 6.743949e+05
264 	 1800000 	 6.719007e+05
264 	 2000000 	 6.692233e+05
264 	 2200000 	 6.663125e+05
264 	 2400000 	 6.631386e+05
265 	 200000 	 6.891413e+05
265 	 400000 	 6.874130e+05
265 	 600000 	 6.856145e+05
265 	 800000 	 6.837351e+05
265 	 1000000 	 6.817692e+05
265 	 1200000 	 6.797032e+05
265 	 1400000 	 6.775231e+05
265 	 1600000 	 6.752211e+05
265 	 1800000 	 6.727729e+05
265 	 2000000 	 6.701442e+05
265 	 2200000 	 6.673093e+05
265 	 2400000 	 6.642145e+05
266 	 200000 	 6.897899e+05
266 	 400000 	 6.880784e+05
266 	 600000 	 6.862932e+05
266 	 800000 	 6.844328e+05
266 	 1000000 	 6.824890e+05
266 	 1200000 	 6.804489e+05
266 	 1400000 	 6.782975e+05
266 	 1600000 	 6.760394e+05
266 	 1800000 	 6.736223e+05
266 	 2000000 	 6.710531e+05
266 	 2200000 	 6.682811e+05
266 	 2400000 	 6.652729e+05
267 	 200000 	 6.904769e+05
267 	 400000 	 6.887816e+05
267 	 600000 	 6.870182e+05
267 	 800000 	 6.851784e+05
267 	 1000000 	 6.832563e+05
267 	 1200000 	 6.812415e+05
267 	 1400000 	 6.791311e+05
267 	 1600000 	 6.768883e+05
267 	 1800000 	 6.745257e+05
267 	 2000000 	 6.719899e+05
267 	 2200000 	 6.692751e+05
267 	 2400000 	 6.663406e+05
267 	 2600000 	 6.631252e+05
268 	 200000 	 6.911270e+05
268 	 400000 	 6.894434e+05
268 	 600000 	 6.876940e+05
268 	 800000 	 6.858694e+05
268 	 1000000 	 6.839695e+05
268 	 1200000 	 6.819808e+05
268 	 1400000 	 6.798890e+05
268 	 1600000 	 6.776860e+05
268 	 1800000 	 6.753577e+05
268 	 2000000 	 6.728797e+05
268 	 2200000 	 6.702303e+05
268 	 2400000 	 6.673627e+05
268 	 2600000 	 6.642395e+05
269 	 200000 	 6.917913e+05
269 	 400000 	 6.901253e+05
269 	 600000 	 6.883949e+05
269 	 800000 	 6.865914e+05
269 	 1000000 	 6.847127e+05
269 	 1200000 	 6.827482e+05
269 	 1400000 	 6.806868e+05
269 	 1600000 	 6.785225e+05
269 	 1800000 	 6.762392e+05
269 	 2000000 	 6.738001e+05
269 	 2200000 	 6.711985e+05
269 	 2400000 	 6.684011e+05
269 	 2600000 	 6.653625e+05
269 	 2800000 	 6.620138e+05
270 	 200000 	 6.924499e+05
270 	 400000 	 6.907995e+05
270 	 600000 	 6.890855e+05
270 	 800000 	 6.872993e+05
270 	 1000000 	 6.854426e+05
270 	 1200000 	 6.834998e+05
270 	 1400000 	 6.814653e+05
270 	 1600000 	 6.793320e+05
270 	 1800000 	 6.770691e+05
270 	 2000000 	 6.746870e+05
270 	 2200000 	 6.721377e+05
270 	 2400000 	 6.694040e+05
270 	 2600000 	 6.664409e+05
270 	 2800000 	 6.631988e+05
271 	 200000 	 6.931079e+05
271 	 400000 	 6.914659e+05
271 	 600000 	 6.897638e+05
271 	 800000 	 6.879989e+05
271 	 1000000 	 6.861598e+05
271 	 1200000 	 6.842411e+05
271 	 1400000 	 6.822263e+05
271 	 1600000 	 6.801295e+05
271 	 1800000 	 6.779192e+05
271 	 2000000 	 6.755693e+05
271 	 2200000 	 6.730699e+05
271 	 2400000 	 6.703915e+05
271 	 2600000 	 6.675023e+05
271 	 2800000 	 6.643479e+05
272 	 200000 	 6.938115e+05
272 	 400000 	 6.921866e+05
272 	 600000 	 6.905014e+05
272 	 800000 	 6.887534e+05
272 	 1000000 	 6.869327e+05
272 	 1200000 	 6.850363e+05
272 	 1400000 	 6.830549e+05
272 	 1600000 	 6.809721e+05
272 	 1800000 	 6.787874e+05
272 	 2000000 	 6.764779e+05
272 	 2200000 	 6.740228e+05
272 	 2400000 	 6.713975e+05
272 	 2600000 	 6.685779e+05
272 	 2800000 	 6.655099e+05
272 	 3000000 	 6.621315e+05
273 	 200000 	 6.944552e+05
273 	 400000 	 6.928420e+05
273 	 600000 	 6.911730e+05
273 	 800000 	 6.894375e+05
273 	 1000000 	 6.876350e+05
273 	 1200000 	 6.857601e+05
273 	 1400000 	 6.838061e+05
273 	 1600000 	 6.817506e+05
273 	 1800000 	 6.796094e+05
273 	 2000000 	 6.773387e+05
273 	 2200000 	 6.749275e+05
273 	 2400000 	 6.723636e+05
273 	 2600000 	 6.696076e+05
273 	 2800000 	 6.666250e+05
273 	 3000000 	 6.633507e+05
274 	 200000 	 6.950952e+05
274 	 400000 	 6.934946e+05
274 	 600000 	 6.918368e+05
274 	 800000 	 6.901230e+05
274 	 1000000 	 6.883433e+05
274 	 1200000 	 6.864887e+05
274 	 1400000 	 6.845565e+05
274 	 1600000 	 6.825394e+05
274 	 1800000 	 6.804126e+05
274 	 2000000 	 6.781836e+05
274 	 2200000 	 6.758222e+05
274 	 2400000 	 6.733100e+05
274 	 2600000 	 6.706165e+05
274 	 2800000 	 6.677098e+05
274 	 3000000 	 6.645340e+05
275 	 200000 	 6.958178e+05
275 	 400000 	 6.942314e+05
275 	 600000 	 6.925908e+05
275 	 800000 	 6.908888e+05
275 	 1000000 	 6.891248e+05
275 	 1200000 	 6.872927e+05
275 	 1400000 	 6.853782e+05
275 	 1600000 	 6.833860e+05
275 	 1800000 	 6.812899e+05
275 	 2000000 	 6.790893e+05
275 	 2200000 	 6.767585e+05
275 	 2400000 	 6.742892e+05
275 	 2600000 	 6.716572e+05
275 	 2800000 	 6.688224e+05
275 	 3000000 	 6.657395e+05
275 	 3200000 	 6.623366e+05
276 	 200000 	 6.964707e+05
276 	 400000 	 6.948935e+05
276 	 600000 	 6.932653e+05
276 	 800000 	 6.915792e+05
276 	 1000000 	 6.898322e+05
276 	 1200000 	 6.880173e+05
276 	 1400000 	 6.861354e+05
276 	 1600000 	 6.841637e+05
276 	 1800000 	 6.821023e+05
276 	 2000000 	 6.799292e+05
276 	 2200000 	 6.776461e+05
276 	 2400000 	 6.752199e+05
276 	 2600000 	 6.726466e+05
276 	 2800000 	 6.698763e+05
276 	 3000000 	 6.668777e+05
276 	 3200000 	 6.635882e+05
277 	 200000 	 6.971461e+05
277 	 400000 	 6.955856e+05
277 	 600000 	 6.939727e+05
277 	 800000 	 6.923030e+05
277 	 1000000 	 6.905735e+05
277 	 1200000 	 6.887803e+05
277 	 1400000 	 6.869069e+05
277 	 1600000 	 6.849697e+05
277 	 1800000 	 6.829400e+05
277 	 2000000 	 6.808008e+05
277 	 2200000 	 6.785578e+05
277 	 2400000 	 6.761793e+05
277 	 2600000 	 6.736559e+05
277 	 2800000 	 6.709550e+05
277 	 3000000 	 6.680320e+05
277 	 3200000 	 6.648416e+05
277 	 3400000 	 6.612917e+05
278 	 200000 	 6.978058e+05
278 	 400000 	 6.962569e+05
278 	 600000 	 6.946564e+05
278 	 800000 	 6.930004e+05
278 	 1000000 	 6.912902e+05
278 	 1200000 	 6.895150e+05
278 	 1400000 	 6.876633e+05
278 	 1600000 	 6.857426e+05
278 	 1800000 	 6.837418e+05
278 	 2000000 	 6.816451e+05
278 	 2200000 	 6.794293e+05
278 	 2400000 	 6.770960e+05
278 	 2600000 	 6.746210e+05
278 	 2800000 	 6.719729e+05
278 	 3000000 	 6.691250e+05
278 	 3200000 	 6.660336e+05
278 	 3400000 	 6.626265e+05
279 	 200000 	 6.984911e+05
279 	 400000 	 6.969533e+05
279 	 600000 	 6.953671e+05
279 	 800000 	 6.937298e+05
279 	 1000000 	 6.920366e+05
279 	 1200000 	 6.902800e+05
279 	 1400000 	 6.884489e+05
279 	 1600000 	 6.865589e+05
279 	 1800000 	 6.845855e+05
279 	 2000000 	 6.825037e+05
279 	 2200000 	 6.803355e+05
279 	 2400000 	 6.780409e+05
279 	 2600000 	 6.756080e+05
279 	 2800000 	 6.730262e+05
279 	 3000000 	 6.702512e+05
279 	 3200000 	 6.672430e+05
279 	 3400000 	 6.639454e+05
279 	 3600000 	 6.602543e+05
280 	 200000 	 6.991522e+05
280 	 400000 	 6.976233e+05
280 	 600000 	 6.960462e+05
280 	 800000 	 6.944206e+05
280 	 1000000 	 6.927392e+05
280 	 1200000 	 6.910022e+05
280 	 1400000 	 6.891983e+05
280 	 1600000 	 6.873245e+05
280 	 1800000 	 6.853755e+05
280 	 2000000 	 6.833293e+05
280 	 2200000 	 6.811906e+05
280 	 2400000 	 6.789354e+05
280 	 2600000 	 6.765560e+05
280 	 2800000 	 6.740226e+05
280 	 3000000 	 6.713120e+05
280 	 3200000 	 6.683894e+05
280 	 3400000 	 6.652005e+05
280 	 3600000 	 6.616497e+05
281 	 200000 	 6.997711e+05
281 	 400000 	 6.982563e+05
281 	 600000 	 6.966942e+05
281 	 800000 	 6.950849e+05
281 	 1000000 	 6.934215e+05
281 	 1200000 	 6.917003e+05
281 	 1400000 	 6.899167e+05
281 	 1600000 	 6.880630e+05
281 	 1800000 	 6.861374e+05
281 	 2000000 	 6.841244e+05
281 	 2200000 	 6.820105e+05
281 	 2400000 	 6.798004e+05
281 	 2600000 	 6.774623e+05
281 	 2800000 	 6.749852e+05
281 	 3000000 	 6.723395e+05
281 	 3200000 	 6.694967e+05
281 	 3400000 	 6.664052e+05
281 	 3600000 	 6.629916e+05
281 	 3800000 	 6.591144e+05
282 	 200000 	 7.004923e+05
282 	 400000 	 6.989871e+05
282 	 600000 	 6.974370e+05
282 	 800000 	 6.958397e+05
282 	 1000000 	 6.941925e+05
282 	 1200000 	 6.924884e+05
282 	 1400000 	 6.907231e+05
282 	 1600000 	 6.888987e+05
282 	 1800000 	 6.869933e+05
282 	 2000000 	 6.850004e+05
282 	 2200000 	 6.829282e+05
282 	 2400000 	 6.807474e+05
282 	 2600000 	 6.784506e+05
282 	 2800000 	 6.760220e+05
282 	 3000000 	 6.734318e+05
282 	 3200000 	 6.706522e+05
282 	 3400000 	 6.676489e+05
282 	 3600000 	 6.643533e+05
282 	 3800000 	 6.606781e+05
283 	 200000 	 7.011066e+05
283 	 400000 	 6.996172e+05
283 	 600000 	 6.980850e+05
283 	 800000 	 6.965013e+05
283 	 1000000 	 6.948684e+05
283 	 1200000 	 6.931813e+05
283 	 1400000 	 6.914359e+05
283 	 1600000 	 6.896221e+05
283 	 1800000 	 6.877495e+05
283 	 2000000 	 6.857862e+05
283 	 2200000 	 6.837452e+05
283 	 2400000 	 6.815981e+05
283 	 2600000 	 6.793482e+05
283 	 2800000 	 6.769653e+05
283 	 3000000 	 6.744314e+05
283 	 3200000 	 6.717191e+05
283 	 3400000 	 6.688006e+05
283 	 3600000 	 6.656123e+05
283 	 3800000 	 6.620803e+05
284 	 200000 	 7.018285e+05
284 	 400000 	 7.003449e+05
284 	 600000 	 6.988168e+05
284 	 800000 	 6.972487e+05
284 	 1000000 	 6.956290e+05
284 	 1200000 	 6.939589e+05
284 	 1400000 	 6.922319e+05
284 	 1600000 	 6.904397e+05
284 	 1800000 	 6.885846e+05
284 	 2000000 	 6.866487e+05
284 	 2200000 	 6.846330e+05
284 	 2400000 	 6.825218e+05
284 	 2600000 	 6.803088e+05
284 	 2800000 	 6.779694e+05
284 	 3000000 	 6.754848e+05
284 	 3200000 	 6.728414e+05
284 	 3400000 	 6.699954e+05
284 	 3600000 	 6.669103e+05
284 	 3800000 	 6.635173e+05
284 	 4000000 	 6.597154e+05
285 	 200000 	 7.024585e+05
285 	 400000 	 7.009854e+05
285 	 600000 	 6.994717e+05
285 	 800000 	 6.979149e+05
285 	 1000000 	 6.963118e+05
285 	 1200000 	 6.946584e+05
285 	 1400000 	 6.929487e+05
285 	 1600000 	 6.911740e+05
285 	 1800000 	 6.893482e+05
285 	 2000000 	 6.874381e+05
285 	 2200000 	 6.854475e+05
285 	 2400000 	 6.833602e+05
285 	 2600000 	 6.811816e+05
285 	 2800000 	 6.788811e+05
285 	 3000000 	 6.764501e+05
285 	 3200000 	 6.738687e+05
285 	 3400000 	 6.710966e+05
285 	 3600000 	 6.680990e+05
285 	 3800000 	 6.648091e+05
285 	 4000000 	 6.611835e+05
286 	 200000 	 7.031551e+05
286 	 400000 	 7.016962e+05
286 	 600000 	 7.001935e+05
286 	 800000 	 6.986524e+05
286 	 1000000 	 6.970643e+05
286 	 1200000 	 6.954256e+05
286 	 1400000 	 6.937335e+05
286 	 1600000 	 6.919877e+05
286 	 1800000 	 6.901626e+05
286 	 2000000 	 6.882874e+05
286 	 2200000 	 6.863193e+05
286 	 2400000 	 6.842772e+05
286 	 2600000 	 6.821324e+05
286 	 2800000 	 6.798738e+05
286 	 3000000 	 6.774880e+05
286 	 3200000 	 6.749569e+05
286 	 3400000 	 6.722552e+05
286 	 3600000 	 6.693426e+05
286 	 3800000 	 6.661746e+05
286 	 4000000 	 6.626834e+05
286 	 4200000 	 6.587297e+05
287 	 200000 	 7.037648e+05
287 	 400000 	 7.023161e+05
287 	 600000 	 7.008267e+05
287 	 800000 	 6.992961e+05
287 	 1000000 	 6.977213e+05
287 	 1200000 	 6.960991e+05
287 	 1400000 	 6.944244e+05
287 	 1600000 	 6.926878e+05
287 	 1800000 	 6.909021e+05
287 	 2000000 	 6.890370e+05
287 	 2200000 	 6.871005e+05
287 	 2400000 	 6.850813e+05
287 	 2600000 	 6.829723e+05
287 	 2800000 	 6.807574e+05
287 	 3000000 	 6.784208e+05
287 	 3200000 	 6.759435e+05
287 	 3400000 	 6.733068e+05
287 	 3600000 	 6.704736e+05
287 	 3800000 	 6.674014e+05
287 	 4000000 	 6.640140e+05
287 	 4200000 	 6.602695e+05
288 	 200000 	 7.044655e+05
288 	 400000 	 7.030281e+05
288 	 600000 	 7.015496e+05
288 	 800000 	 7.000301e+05
288 	 1000000 	 6.984706e+05
288 	 1200000 	 6.968623e+05
288 	 1400000 	 6.952029e+05
288 	 1600000 	 6.934877e+05
288 	 1800000 	 6.917132e+05
288 	 2000000 	 6.898802e+05
288 	 2200000 	 6.879720e+05
288 	 2400000 	 6.859826e+05
288 	 2600000 	 6.839056e+05
288 	 2800000 	 6.817245e+05
288 	 3000000 	 6.794326e+05
288 	 3200000 	 6.770077e+05
288 	 3400000 	 6.744315e+05
288 	 3600000 	 6.716703e+05
288 	 3800000 	 6.686897e+05
288 	 4000000 	 6.654378e+05
288 	 4200000 	 6.618413e+05
288 	 4400000 	 6.577555e+05
289 	 200000 	 7.050503e+05
289 	 400000 	 7.036214e+05
289 	 600000 	 7.021577e+05
289 	 800000 	 7.006507e+05
289 	 1000000 	 6.991008e+05
289 	 1200000 	 6.975068e+05
289 	 1400000 	 6.958649e+05
289 	 1600000 	 6.941673e+05
289 	 1800000 	 6.924159e+05
289 	 2000000 	 6.906012e+05
289 	 2200000 	 6.887094e+05
289 	 2400000 	 6.867538e+05
289 	 2600000 	 6.847025e+05
289 	 2800000 	 6.825640e+05
289 	 3000000 	 6.803142e+05
289 	 3200000 	 6.779397e+05
289 	 3400000 	 6.754180e+05
289 	 3600000 	 6.727283e+05
289 	 3800000 	 6.698330e+05
289 	 4000000 	 6.666905e+05
289 	 4200000 	 6.632430e+05
289 	 4400000 	 6.593466e+05
289 	 4600000 	 6.547911e+05
290 	 200000 	 7.057717e+05
290 	 400000 	 7.043535e+05
290 	 600000 	 7.028955e+05
290 	 800000 	 7.014049e+05
290 	 1000000 	 6.998706e+05
290 	 1200000 	 6.982928e+05
290 	 1400000 	 6.966657e+05
290 	 1600000 	 6.949833e+05
290 	 1800000 	 6.932551e+05
290 	 2000000 	 6.914576e+05
290 	 2200000 	 6.896012e+05
290 	 2400000 	 6.876604e+05
290 	 2600000 	 6.856453e+05
290 	 2800000 	 6.835388e+05
290 	 3000000 	 6.813289e+05
290 	 3200000 	 6.789979e+05
290 	 3400000 	 6.765297e+05
290 	 3600000 	 6.739083e+05
290 	 3800000 	 6.710948e+05
290 	 4000000 	 6.680481e+05
290 	 4200000 	 6.647014e+05
290 	 4400000 	 6.610142e+05
290 	 4600000 	 6.567535e+05
291 	 200000 	 7.064284e+05
291 	 400000 	 7.050201e+05
291 	 600000 	 7.035785e+05
291 	 800000 	 7.020973e+05
291 	 1000000 	 7.005750e+05
291 	 1200000 	 6.990115e+05
291 	 1400000 	 6.974010e+05
291 	 1600000 	 6.957437e+05
291 	 1800000 	 6.940209e+05
291 	 2000000 	 6.922504e+05
291 	 2200000 	 6.904077e+05
291 	 2400000 	 6.884994e+05
291 	 2600000 	 6.865151e+05
291 	 2800000 	 6.844419e+05
291 	 3000000 	 6.822666e+05
291 	 3200000 	 6.799798e+05
291 	 3400000 	 6.775739e+05
291 	 3600000 	 6.750071e+05
291 	 3800000 	 6.722711e+05
291 	 4000000 	 6.693180e+05
291 	 4200000 	 6.660993e+05
291 	 4400000 	 6.625578e+05
291 	 4600000 	 6.585318e+05
291 	 4800000 	 6.538500e+05
292 	 200000 	 7.070198e+05
292 	 400000 	 7.056216e+05
292 	 600000 	 7.041879e+05
292 	 800000 	 7.027199e+05
292 	 1000000 	 7.012104e+05
292 	 1200000 	 6.996598e+05
