Table: Density [L]
Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
184	2400	1236	20
184	2600	1236	20
184	2800	1236	20
184	3000	1236	20
184	3200	1237	20
184	3400	1237	20
184	3600	1237	20
184	3800	1237	20
184	4000	1238	20
184	4200	1238	20
184	4400	1238	20
184	4600	1239	20
184	4800	1239	20
184	5000	1239	20
184	5200	1239	20
184	5400	1240	20
184	5600	1240	20
184	5800	1240	20
184	6000	1240	20
184	6200	1241	20
184	6400	1241	20
184	6600	1241	20
184	6800	1241	20
184	7000	1242	20
184	7200	1242	20
184	7400	1242	20
184	7600	1242	20
184	7800	1243	20
184	8000	1243	20
184	8200	1243	20
184	8400	1243	20
184	8600	1244	20
184	8800	1244	20
184	9000	1244	20
184	9200	1244	20
184	9400	1245	20
184	9600	1245	20
184	9800	1245	20
184	10000	1246	20
185    103.245    1215.486    0
185	200	1230	20
185	400	1230	20
185	600	1230	20
185	800	1230	20
185	1000	1231	20
185	1200	1231	20
185	1400	1231	20
185	1600	1232	20
185	1800	1232	20
185	2000	1232	20
185	2200	1232	20
185	2400	1233	20
185	2600	1233	20
185	2800	1233	20
185	3000	1234	20
185	3200	1234	20
185	3400	1234	20
185	3600	1234	20
185	3800	1235	20
185	4000	1235	20
185	4200	1235	20
185	4400	1235	20
185	4600	1236	20
185	4800	1236	20
185	5000	1236	20
185	5200	1236	20
185	5400	1237	20
185	5600	1237	20
185	5800	1237	20
185	6000	1238	20
185	6200	1238	20
185	6400	1238	20
185	6600	1238	20
185	6800	1239	20
185	7000	1239	20
185	7200	1239	20
185	7400	1239	20
185	7600	1240	20
185	7800	1240	20
185	8000	1240	20
185	8200	1240	20
185	8400	1241	20
185	8600	1241	20
185	8800	1241	20
185	9000	1241	20
185	9200	1242	20
185	9400	1242	20
185	9600	1242	20
185	9800	1242	20
185	10000	1243	20
186    109.58    1212.718    0
186	200	1227	20
186	400	1227	20
186	600	1227	20
186	800	1228	20
186	1000	1228	20
186	1200	1228	20
186	1400	1228	20
186	1600	1229	20
186	1800	1229	20
186	2000	1229	20
186	2200	1230	20
186	2400	1230	20
186	2600	1230	20
186	2800	1230	20
186	3000	1231	20
186	3200	1231	20
186	3400	1231	20
186	3600	1231	20
186	3800	1232	20
186	4000	1232	20
186	4200	1232	20
186	4400	1233	20
186	4600	1233	20
186	4800	1233	20
186	5000	1233	20
186	5200	1234	20
186	5400	1234	20
186	5600	1234	20
186	5800	1234	20
186	6000	1235	20
186	6200	1235	20
186	6400	1235	20
186	6600	1235	20
186	6800	1236	20
186	7000	1236	20
186	7200	1236	20
186	7400	1237	20
186	7600	1237	20
186	7800	1237	20
186	8000	1237	20
186	8200	1238	20
186	8400	1238	20
186	8600	1238	20
186	8800	1238	20
186	9000	1239	20
186	9200	1239	20
186	9400	1239	20
186	9600	1239	20
186	9800	1240	20
186	10000	1240	20
187    116.216    1209.94    0
187	200	1224	20
187	400	1224	20
187	600	1224	20
187	800	1225	20
187	1000	1225	20
187	1200	1225	20
187	1400	1225	20
187	1600	1226	20
187	1800	1226	20
187	2000	1226	20
187	2200	1227	20
187	2400	1227	20
187	2600	1227	20
187	2800	1227	20
187	3000	1228	20
187	3200	1228	20
187	3400	1228	20
187	3600	1229	20
187	3800	1229	20
187	4000	1229	20
187	4200	1229	20
187	4400	1230	20
187	4600	1230	20
187	4800	1230	20
187	5000	1230	20
187	5200	1231	20
187	5400	1231	20
187	5600	1231	20
187	5800	1232	19
187	6000	1232	19
187	6200	1232	19
187	6400	1232	19
187	6600	1233	19
187	6800	1233	19
187	7000	1233	19
187	7200	1233	19
187	7400	1234	19
187	7600	1234	19
187	7800	1234	19
187	8000	1235	19
187	8200	1235	19
187	8400	1235	19
187	8600	1235	19
187	8800	1236	19
187	9000	1236	19
187	9200	1236	19
187	9400	1236	19
187	9600	1237	19
187	9800	1237	19
187	10000	1237	19
188    123.163    1207.153    0
188	200	1221	20
188	400	1221	20
188	600	1221	20
188	800	1222	20
188	1000	1222	19
188	1200	1222	19
188	1400	1223	19
188	1600	1223	19
188	1800	1223	19
188	2000	1223	19
188	2200	1224	19
188	2400	1224	19
188	2600	1224	19
188	2800	1224	19
188	3000	1225	19
188	3200	1225	19
188	3400	1225	19
188	3600	1226	19
188	3800	1226	19
188	4000	1226	19
188	4200	1226	19
188	4400	1227	19
188	4600	1227	19
188	4800	1227	19
188	5000	1228	19
188	5200	1228	19
188	5400	1228	19
188	5600	1228	19
188	5800	1229	19
188	6000	1229	19
188	6200	1229	19
188	6400	1230	19
188	6600	1230	19
188	6800	1230	19
188	7000	1230	19
188	7200	1231	19
188	7400	1231	19
188	7600	1231	19
188	7800	1231	19
188	8000	1232	19
188	8200	1232	19
188	8400	1232	19
188	8600	1232	19
188	8800	1233	19
188	9000	1233	19
188	9200	1233	19
188	9400	1234	19
188	9600	1234	19
188	9800	1234	19
188	10000	1234	19
189    130.43    1204.357    0
189	200	1218	19
189	400	1218	19
189	600	1218	19
189	800	1219	19
189	1000	1219	19
189	1200	1219	19
189	1400	1220	19
189	1600	1220	19
189	1800	1220	19
189	2000	1220	19
189	2200	1221	19
189	2400	1221	19
189	2600	1221	19
189	2800	1222	19
189	3000	1222	19
189	3200	1222	19
189	3400	1222	19
189	3600	1223	19
189	3800	1223	19
189	4000	1223	19
189	4200	1224	19
189	4400	1224	19
189	4600	1224	19
189	4800	1224	19
189	5000	1225	19
189	5200	1225	19
189	5400	1225	19
189	5600	1226	19
189	5800	1226	19
189	6000	1226	19
189	6200	1226	19
189	6400	1227	19
189	6600	1227	19
189	6800	1227	19
189	7000	1227	19
189	7200	1228	19
189	7400	1228	19
189	7600	1228	19
189	7800	1229	19
189	8000	1229	19
189	8200	1229	19
189	8400	1229	19
189	8600	1230	19
189	8800	1230	19
189	9000	1230	19
189	9200	1230	19
189	9400	1231	19
189	9600	1231	19
189	9800	1231	19
189	10000	1232	19
190    138.027    1201.552    0
190	200	1215	19
190	400	1215	19
190	600	1215	19
190	800	1216	19
190	1000	1216	19
190	1200	1216	19
190	1400	1217	19
190	1600	1217	19
190	1800	1217	19
190	2000	1217	19
190	2200	1218	19
190	2400	1218	19
190	2600	1218	19
190	2800	1219	19
190	3000	1219	19
190	3200	1219	19
190	3400	1219	19
190	3600	1220	19
190	3800	1220	19
190	4000	1220	19
190	4200	1221	19
190	4400	1221	19
190	4600	1221	19
190	4800	1222	19
190	5000	1222	19
190	5200	1222	19
190	5400	1222	19
190	5600	1223	19
190	5800	1223	19
190	6000	1223	19
190	6200	1223	19
190	6400	1224	19
190	6600	1224	19
190	6800	1224	19
190	7000	1225	19
190	7200	1225	19
190	7400	1225	19
190	7600	1225	19
190	7800	1226	19
190	8000	1226	19
190	8200	1226	19
190	8400	1227	19
190	8600	1227	19
190	8800	1227	19
190	9000	1227	19
190	9200	1228	19
190	9400	1228	19
190	9600	1228	19
190	9800	1228	19
190	10000	1229	19
191    145.966    1198.736    0
191	200	1212	19
191	400	1212	19
191	600	1212	19
191	800	1213	19
191	1000	1213	19
191	1200	1213	19
191	1400	1214	19
191	1600	1214	19
191	1800	1214	19
191	2000	1214	19
191	2200	1215	19
191	2400	1215	19
191	2600	1215	19
191	2800	1216	19
191	3000	1216	19
191	3200	1216	19
191	3400	1217	19
191	3600	1217	19
191	3800	1217	19
191	4000	1217	19
191	4200	1218	19
191	4400	1218	19
191	4600	1218	19
191	4800	1219	19
191	5000	1219	19
191	5200	1219	19
191	5400	1219	19
191	5600	1220	19
191	5800	1220	19
191	6000	1220	19
191	6200	1221	19
191	6400	1221	19
191	6600	1221	19
191	6800	1221	19
191	7000	1222	19
191	7200	1222	19
191	7400	1222	19
191	7600	1223	19
191	7800	1223	19
191	8000	1223	19
191	8200	1223	19
191	8400	1224	19
191	8600	1224	19
191	8800	1224	19
191	9000	1225	19
191	9200	1225	19
191	9400	1225	19
191	9600	1225	19
191	9800	1226	19
191	10000	1226	19
192    154.255    1195.911    0
192	200	1209	19
192	400	1209	19
192	600	1209	19
192	800	1210	19
192	1000	1210	19
192	1200	1210	19
192	1400	1211	19
192	1600	1211	19
192	1800	1211	19
192	2000	1212	19
192	2200	1212	19
192	2400	1212	19
192	2600	1212	19
192	2800	1213	19
192	3000	1213	19
192	3200	1213	19
192	3400	1214	19
192	3600	1214	19
192	3800	1214	19
192	4000	1214	19
192	4200	1215	18
192	4400	1215	18
192	4600	1215	18
192	4800	1216	18
192	5000	1216	18
192	5200	1216	18
192	5400	1217	18
192	5600	1217	18
192	5800	1217	18
192	6000	1217	18
192	6200	1218	18
192	6400	1218	18
192	6600	1218	18
192	6800	1219	18
192	7000	1219	18
192	7200	1219	18
192	7400	1219	18
192	7600	1220	18
192	7800	1220	18
192	8000	1220	18
192	8200	1221	18
192	8400	1221	18
192	8600	1221	18
192	8800	1221	18
192	9000	1222	18
192	9200	1222	18
192	9400	1222	18
192	9600	1223	18
192	9800	1223	18
192	10000	1223	18
193    162.905    1193.076    0
193	200	1206	18
193	400	1206	18
193	600	1206	18
193	800	1207	18
193	1000	1207	18
193	1200	1207	18
193	1400	1208	18
193	1600	1208	18
193	1800	1208	18
193	2000	1209	18
193	2200	1209	18
193	2400	1209	18
193	2600	1209	18
193	2800	1210	18
193	3000	1210	18
193	3200	1210	18
193	3400	1211	18
193	3600	1211	18
193	3800	1211	18
193	4000	1212	18
193	4200	1212	18
193	4400	1212	18
193	4600	1212	18
193	4800	1213	18
193	5000	1213	18
193	5200	1213	18
193	5400	1214	18
193	5600	1214	18
193	5800	1214	18
193	6000	1215	18
193	6200	1215	18
193	6400	1215	18
193	6600	1215	18
193	6800	1216	18
193	7000	1216	18
193	7200	1216	18
193	7400	1217	18
193	7600	1217	18
193	7800	1217	18
193	8000	1217	18
193	8200	1218	18
193	8400	1218	18
193	8600	1218	18
193	8800	1219	18
193	9000	1219	18
193	9200	1219	18
193	9400	1219	18
193	9600	1220	18
193	9800	1220	18
193	10000	1220	18
194    171.927    1190.231    0
194	200	1203	18
194	400	1203	18
194	600	1203	18
194	800	1204	18
194	1000	1204	18
194	1200	1204	18
194	1400	1205	18
194	1600	1205	18
194	1800	1205	18
194	2000	1206	18
194	2200	1206	18
194	2400	1206	18
194	2600	1206	18
194	2800	1207	18
194	3000	1207	18
194	3200	1207	18
194	3400	1208	18
194	3600	1208	18
194	3800	1208	18
194	4000	1209	18
194	4200	1209	18
194	4400	1209	18
194	4600	1210	18
194	4800	1210	18
194	5000	1210	18
194	5200	1210	18
194	5400	1211	18
194	5600	1211	18
194	5800	1211	18
194	6000	1212	18
194	6200	1212	18
194	6400	1212	18
194	6600	1212	18
194	6800	1213	18
194	7000	1213	18
194	7200	1213	18
194	7400	1214	18
194	7600	1214	18
194	7800	1214	18
194	8000	1215	18
194	8200	1215	18
194	8400	1215	18
194	8600	1215	18
194	8800	1216	18
194	9000	1216	18
194	9200	1216	18
194	9400	1217	18
194	9600	1217	18
194	9800	1217	18
194	10000	1217	18
195    181.331    1187.376    0
195	200	1200	18
195	400	1200	18
195	600	1200	18
195	800	1201	18
195	1000	1201	18
195	1200	1201	18
195	1400	1202	18
195	1600	1202	18
195	1800	1202	18
195	2000	1203	18
195	2200	1203	18
195	2400	1203	18
195	2600	1203	18
195	2800	1204	18
195	3000	1204	18
195	3200	1204	18
195	3400	1205	18
195	3600	1205	18
195	3800	1205	18
195	4000	1206	18
195	4200	1206	18
195	4400	1206	18
195	4600	1207	18
195	4800	1207	18
195	5000	1207	18
195	5200	1207	18
195	5400	1208	18
195	5600	1208	18
195	5800	1208	18
195	6000	1209	18
195	6200	1209	18
195	6400	1209	18
195	6600	1210	18
195	6800	1210	18
195	7000	1210	18
195	7200	1210	18
195	7400	1211	18
195	7600	1211	18
195	7800	1211	18
195	8000	1212	18
195	8200	1212	18
195	8400	1212	18
195	8600	1213	18
195	8800	1213	18
195	9000	1213	18
195	9200	1213	18
195	9400	1214	18
195	9600	1214	18
195	9800	1214	18
195	10000	1215	18
196    191.128    1184.51    0
196	200	1197	18
196	400	1197	18
196	600	1197	18
196	800	1198	18
196	1000	1198	18
196	1200	1198	18
196	1400	1199	18
196	1600	1199	18
196	1800	1199	18
196	2000	1200	18
196	2200	1200	18
196	2400	1200	18
196	2600	1200	18
196	2800	1201	18
196	3000	1201	18
196	3200	1201	18
196	3400	1202	18
196	3600	1202	18
196	3800	1202	18
196	4000	1203	18
196	4200	1203	18
196	4400	1203	18
196	4600	1204	18
196	4800	1204	18
196	5000	1204	18
196	5200	1205	18
196	5400	1205	18
196	5600	1205	18
196	5800	1205	18
196	6000	1206	18
196	6200	1206	18
196	6400	1206	18
196	6600	1207	18
196	6800	1207	18
196	7000	1207	18
196	7200	1208	18
196	7400	1208	18
196	7600	1208	18
196	7800	1208	18
196	8000	1209	18
196	8200	1209	18
196	8400	1209	18
196	8600	1210	17
196	8800	1210	17
196	9000	1210	17
196	9200	1211	17
196	9400	1211	17
196	9600	1211	17
196	9800	1211	17
196	10000	1212	17
197    201.329    1181.634    0
197	400	1194	18
197	600	1194	18
197	800	1195	18
197	1000	1195	18
197	1200	1195	18
197	1400	1196	18
197	1600	1196	18
197	1800	1196	18
197	2000	1197	18
197	2200	1197	18
197	2400	1197	18
197	2600	1197	18
197	2800	1198	18
197	3000	1198	18
197	3200	1198	17
197	3400	1199	17
197	3600	1199	17
197	3800	1199	17
197	4000	1200	17
197	4200	1200	17
197	4400	1200	17
197	4600	1201	17
197	4800	1201	17
197	5000	1201	17
197	5200	1202	17
197	5400	1202	17
197	5600	1202	17
197	5800	1203	17
197	6000	1203	17
197	6200	1203	17
197	6400	1203	17
197	6600	1204	17
197	6800	1204	17
197	7000	1204	17
197	7200	1205	17
197	7400	1205	17
197	7600	1205	17
197	7800	1206	17
197	8000	1206	17
197	8200	1206	17
197	8400	1206	17
197	8600	1207	17
197	8800	1207	17
197	9000	1207	17
197	9200	1208	17
197	9400	1208	17
197	9600	1208	17
197	9800	1209	17
197	10000	1209	17
198    211.944    1178.747    0
198	400	1191	17
198	600	1191	17
198	800	1192	17
198	1000	1192	17
198	1200	1192	17
198	1400	1192	17
198	1600	1193	17
198	1800	1193	17
198	2000	1193	17
198	2200	1194	17
198	2400	1194	17
198	2600	1194	17
198	2800	1195	17
198	3000	1195	17
198	3200	1195	17
198	3400	1196	17
198	3600	1196	17
198	3800	1196	17
198	4000	1197	17
198	4200	1197	17
198	4400	1197	17
198	4600	1198	17
198	4800	1198	17
198	5000	1198	17
198	5200	1199	17
198	5400	1199	17
198	5600	1199	17
198	5800	1200	17
198	6000	1200	17
198	6200	1200	17
198	6400	1200	17
198	6600	1201	17
198	6800	1201	17
198	7000	1201	17
198	7200	1202	17
198	7400	1202	17
198	7600	1202	17
198	7800	1203	17
198	8000	1203	17
198	8200	1203	17
198	8400	1204	17
198	8600	1204	17
198	8800	1204	17
198	9000	1204	17
198	9200	1205	17
198	9400	1205	17
198	9600	1205	17
198	9800	1206	17
198	10000	1206	17
199    222.985    1175.849    0
199	400	1188	17
199	600	1188	17
199	800	1188	17
199	1000	1189	17
199	1200	1189	17
199	1400	1189	17
199	1600	1190	17
199	1800	1190	17
199	2000	1190	17
199	2200	1191	17
199	2400	1191	17
199	2600	1191	17
199	2800	1192	17
199	3000	1192	17
199	3200	1192	17
199	3400	1193	17
199	3600	1193	17
199	3800	1193	17
199	4000	1194	17
199	4200	1194	17
199	4400	1194	17
199	4600	1195	17
199	4800	1195	17
199	5000	1195	17
199	5200	1196	17
199	5400	1196	17
199	5600	1196	17
199	5800	1197	17
199	6000	1197	17
199	6200	1197	17
199	6400	1198	17
199	6600	1198	17
199	6800	1198	17
199	7000	1198	17
199	7200	1199	17
199	7400	1199	17
199	7600	1199	17
199	7800	1200	17
199	8000	1200	17
199	8200	1200	17
199	8400	1201	17
199	8600	1201	17
199	8800	1201	17
199	9000	1202	17
199	9200	1202	17
199	9400	1202	17
199	9600	1202	17
199	9800	1203	17
199	10000	1203	17
200    234.464    1172.94    0
200	400	1185	17
200	600	1185	17
200	800	1185	17
200	1000	1186	17
200	1200	1186	17
200	1400	1186	17
200	1600	1187	17
200	1800	1187	17
200	2000	1187	17
200	2200	1188	17
200	2400	1188	17
200	2600	1188	17
200	2800	1189	17
200	3000	1189	17
200	3200	1189	17
200	3400	1190	17
200	3600	1190	17
200	3800	1190	17
200	4000	1191	17
200	4200	1191	17
200	4400	1191	17
200	4600	1192	17
200	4800	1192	17
200	5000	1192	17
200	5200	1193	17
200	5400	1193	17
200	5600	1193	17
200	5800	1194	17
200	6000	1194	17
200	6200	1194	17
200	6400	1195	17
200	6600	1195	17
200	6800	1195	17
200	7000	1196	17
200	7200	1196	17
200	7400	1196	17
200	7600	1196	17
200	7800	1197	17
200	8000	1197	17
200	8200	1197	17
200	8400	1198	17
200	8600	1198	17
200	8800	1198	17
200	9000	1199	17
200	9200	1199	17
200	9400	1199	17
200	9600	1200	17
200	9800	1200	17
200	10000	1200	17
201    246.39    1170.02    0
201	400	1182	17
201	600	1182	17
201	800	1182	17
201	1000	1183	17
201	1200	1183	17
201	1400	1183	17
201	1600	1184	17
201	1800	1184	17
201	2000	1184	17
201	2200	1185	17
201	2400	1185	17
201	2600	1185	17
201	2800	1186	17
201	3000	1186	17
201	3200	1186	17
201	3400	1187	17
201	3600	1187	17
201	3800	1187	17
201	4000	1188	17
201	4200	1188	17
201	4400	1188	17
201	4600	1189	17
201	4800	1189	17
201	5000	1189	17
201	5200	1190	17
201	5400	1190	17
201	5600	1190	17
201	5800	1191	17
201	6000	1191	17
201	6200	1191	17
201	6400	1192	17
201	6600	1192	17
201	6800	1192	17
201	7000	1193	17
201	7200	1193	16
201	7400	1193	16
201	7600	1194	16
201	7800	1194	16
201	8000	1194	16
201	8200	1194	16
201	8400	1195	16
201	8600	1195	16
201	8800	1195	16
201	9000	1196	16
201	9200	1196	16
201	9400	1196	16
201	9600	1197	16
201	9800	1197	16
201	10000	1197	16
202    258.775    1167.089    0
202	400	1178	17
202	600	1179	17
202	800	1179	17
202	1000	1180	17
202	1200	1180	17
202	1400	1180	17
202	1600	1181	17
202	1800	1181	17
202	2000	1181	17
202	2200	1182	17
202	2400	1182	16
202	2600	1182	16
202	2800	1183	16
202	3000	1183	16
202	3200	1183	16
202	3400	1184	16
202	3600	1184	16
202	3800	1184	16
202	4000	1185	16
202	4200	1185	16
202	4400	1185	16
202	4600	1186	16
202	4800	1186	16
202	5000	1186	16
202	5200	1187	16
202	5400	1187	16
202	5600	1187	16
202	5800	1188	16
202	6000	1188	16
202	6200	1188	16
202	6400	1189	16
202	6600	1189	16
202	6800	1189	16
202	7000	1190	16
202	7200	1190	16
202	7400	1190	16
202	7600	1191	16
202	7800	1191	16
202	8000	1191	16
202	8200	1192	16
202	8400	1192	16
202	8600	1192	16
202	8800	1193	16
202	9000	1193	16
202	9200	1193	16
202	9400	1193	16
202	9600	1194	16
202	9800	1194	16
202	10000	1194	16
203    271.632    1164.145    0
203	400	1175	16
203	600	1176	16
203	800	1176	16
203	1000	1176	16
203	1200	1177	16
203	1400	1177	16
203	1600	1177	16
203	1800	1178	16
203	2000	1178	16
203	2200	1179	16
203	2400	1179	16
203	2600	1179	16
203	2800	1180	16
203	3000	1180	16
203	3200	1180	16
203	3400	1181	16
203	3600	1181	16
203	3800	1181	16
203	4000	1182	16
203	4200	1182	16
203	4400	1182	16
203	4600	1183	16
203	4800	1183	16
203	5000	1183	16
203	5200	1184	16
203	5400	1184	16
203	5600	1184	16
203	5800	1185	16
203	6000	1185	16
203	6200	1185	16
203	6400	1186	16
203	6600	1186	16
203	6800	1186	16
203	7000	1187	16
203	7200	1187	16
203	7400	1187	16
203	7600	1188	16
203	7800	1188	16
203	8000	1188	16
203	8200	1189	16
203	8400	1189	16
203	8600	1189	16
203	8800	1190	16
203	9000	1190	16
203	9200	1190	16
203	9400	1191	16
203	9600	1191	16
203	9800	1191	16
203	10000	1191	16
204    284.971    1161.191    0
204	400	1172	16
204	600	1173	16
204	800	1173	16
204	1000	1173	16
204	1200	1174	16
204	1400	1174	16
204	1600	1174	16
204	1800	1175	16
204	2000	1175	16
204	2200	1175	16
204	2400	1176	16
204	2600	1176	16
204	2800	1176	16
204	3000	1177	16
204	3200	1177	16
204	3400	1178	16
204	3600	1178	16
204	3800	1178	16
204	4000	1179	16
204	4200	1179	16
204	4400	1179	16
204	4600	1180	16
204	4800	1180	16
204	5000	1180	16
204	5200	1181	16
204	5400	1181	16
204	5600	1181	16
204	5800	1182	16
204	6000	1182	16
204	6200	1182	16
204	6400	1183	16
204	6600	1183	16
204	6800	1183	16
204	7000	1184	16
204	7200	1184	16
204	7400	1184	16
204	7600	1185	16
204	7800	1185	16
204	8000	1185	16
204	8200	1186	16
204	8400	1186	16
204	8600	1186	16
204	8800	1187	16
204	9000	1187	16
204	9200	1187	16
204	9400	1188	16
204	9600	1188	16
204	9800	1188	16
204	10000	1189	16
205    298.804    1158.224    0
205	400	1169	16
205	600	1169	16
205	800	1170	16
205	1000	1170	16
205	1200	1170	16
205	1400	1171	16
205	1600	1171	16
205	1800	1172	16
205	2000	1172	16
205	2200	1172	16
205	2400	1173	16
205	2600	1173	16
205	2800	1173	16
205	3000	1174	16
205	3200	1174	16
205	3400	1174	16
205	3600	1175	16
205	3800	1175	16
205	4000	1176	16
205	4200	1176	16
205	4400	1176	16
205	4600	1177	16
205	4800	1177	16
205	5000	1177	16
205	5200	1178	16
205	5400	1178	16
205	5600	1178	16
205	5800	1179	16
205	6000	1179	16
205	6200	1179	16
205	6400	1180	16
205	6600	1180	16
205	6800	1180	16
205	7000	1181	16
205	7200	1181	16
205	7400	1181	16
205	7600	1182	16
205	7800	1182	16
205	8000	1182	16
205	8200	1183	16
205	8400	1183	16
205	8600	1183	16
205	8800	1184	16
205	9000	1184	16
205	9200	1184	16
205	9400	1185	16
205	9600	1185	16
205	9800	1185	16
205	10000	1186	16
206    313.143    1155.244    0
206	400	1166	16
206	600	1166	16
206	800	1167	16
206	1000	1167	16
206	1200	1167	16
206	1400	1168	16
206	1600	1168	16
206	1800	1168	16
206	2000	1169	16
206	2200	1169	16
206	2400	1170	16
206	2600	1170	16
206	2800	1170	16
206	3000	1171	16
206	3200	1171	16
206	3400	1171	16
206	3600	1172	16
206	3800	1172	16
206	4000	1172	16
206	4200	1173	16
206	4400	1173	16
206	4600	1174	16
206	4800	1174	16
206	5000	1174	16
206	5200	1175	16
206	5400	1175	16
206	5600	1175	16
206	5800	1176	16
206	6000	1176	16
206	6200	1176	15
206	6400	1177	15
206	6600	1177	15
206	6800	1177	15
206	7000	1178	15
206	7200	1178	15
206	7400	1178	15
206	7600	1179	15
206	7800	1179	15
206	8000	1179	15
206	8200	1180	15
206	8400	1180	15
206	8600	1180	15
206	8800	1181	15
206	9000	1181	15
206	9200	1181	15
206	9400	1182	15
206	9600	1182	15
206	9800	1182	15
206	10000	1183	15
207    328    1152.253    0
207	400	1163	16
207	600	1163	16
207	800	1163	16
207	1000	1164	16
207	1200	1164	16
207	1400	1165	16
207	1600	1165	16
207	1800	1165	16
207	2000	1166	15
207	2200	1166	15
207	2400	1166	15
207	2600	1167	15
207	2800	1167	15
207	3000	1168	15
207	3200	1168	15
207	3400	1168	15
207	3600	1169	15
207	3800	1169	15
207	4000	1169	15
207	4200	1170	15
207	4400	1170	15
207	4600	1170	15
207	4800	1171	15
207	5000	1171	15
207	5200	1172	15
207	5400	1172	15
207	5600	1172	15
207	5800	1173	15
207	6000	1173	15
207	6200	1173	15
207	6400	1174	15
207	6600	1174	15
207	6800	1174	15
207	7000	1175	15
207	7200	1175	15
207	7400	1175	15
207	7600	1176	15
207	7800	1176	15
207	8000	1176	15
207	8200	1177	15
207	8400	1177	15
207	8600	1177	15
207	8800	1178	15
207	9000	1178	15
207	9200	1178	15
207	9400	1179	15
207	9600	1179	15
207	9800	1179	15
207	10000	1180	15
208    343.386    1149.249    0
208	400	1159	15
208	600	1160	15
208	800	1160	15
208	1000	1161	15
208	1200	1161	15
208	1400	1161	15
208	1600	1162	15
208	1800	1162	15
208	2000	1163	15
208	2200	1163	15
208	2400	1163	15
208	2600	1164	15
208	2800	1164	15
208	3000	1164	15
208	3200	1165	15
208	3400	1165	15
208	3600	1166	15
208	3800	1166	15
208	4000	1166	15
208	4200	1167	15
208	4400	1167	15
208	4600	1167	15
208	4800	1168	15
208	5000	1168	15
208	5200	1168	15
208	5400	1169	15
208	5600	1169	15
208	5800	1170	15
208	6000	1170	15
208	6200	1170	15
208	6400	1171	15
208	6600	1171	15
208	6800	1171	15
208	7000	1172	15
208	7200	1172	15
208	7400	1172	15
208	7600	1173	15
208	7800	1173	15
208	8000	1173	15
208	8200	1174	15
208	8400	1174	15
208	8600	1174	15
208	8800	1175	15
208	9000	1175	15
208	9200	1175	15
208	9400	1176	15
208	9600	1176	15
208	9800	1176	15
208	10000	1177	15
209    359.314    1146.232    0
209	400	1156	15
209	600	1157	15
209	800	1157	15
209	1000	1157	15
209	1200	1158	15
209	1400	1158	15
209	1600	1159	15
209	1800	1159	15
209	2000	1159	15
209	2200	1160	15
209	2400	1160	15
209	2600	1161	15
209	2800	1161	15
209	3000	1161	15
209	3200	1162	15
