Table: Density [L]
Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
276	10000	938.3	3.9
277    3446.599    887.733    0
277	3600	888.4	4.7
277	3800	890.2	4.6
277	4000	891.9	4.6
277	4200	893.7	4.6
277	4400	895.4	4.5
277	4600	897.0	4.5
277	4800	898.7	4.5
277	5000	900.3	4.4
277	5200	901.9	4.4
277	5400	903.4	4.4
277	5600	904.9	4.3
277	5800	906.5	4.3
277	6000	907.9	4.3
277	6200	909.4	4.3
277	6400	910.8	4.2
277	6600	912.3	4.2
277	6800	913.7	4.2
277	7000	915.0	4.2
277	7200	916.4	4.1
277	7400	917.7	4.1
277	7600	919.1	4.1
277	7800	920.4	4.1
277	8000	921.7	4.0
277	8200	923.0	4.0
277	8400	924.2	4.0
277	8600	925.5	4.0
277	8800	926.7	4.0
277	9000	927.9	3.9
277	9200	929.1	3.9
277	9400	930.3	3.9
277	9600	931.5	3.9
277	9800	932.7	3.9
277	10000	933.8	3.9
278    3533.512    882.42    0
278	3600	882.2	4.6
278	3800	884.1	4.6
278	4000	885.9	4.6
278	4200	887.7	4.5
278	4400	889.5	4.5
278	4600	891.3	4.5
278	4800	893.0	4.4
278	5000	894.6	4.4
278	5200	896.3	4.4
278	5400	897.9	4.3
278	5600	899.5	4.3
278	5800	901.0	4.3
278	6000	902.6	4.2
278	6200	904.1	4.2
278	6400	905.6	4.2
278	6600	907.1	4.2
278	6800	908.5	4.1
278	7000	909.9	4.1
278	7200	911.3	4.1
278	7400	912.7	4.1
278	7600	914.1	4.0
278	7800	915.5	4.0
278	8000	916.8	4.0
278	8200	918.1	4.0
278	8400	919.4	4.0
278	8600	920.7	3.9
278	8800	922.0	3.9
278	9000	923.2	3.9
278	9200	924.5	3.9
278	9400	925.7	3.9
278	9600	926.9	3.8
278	9800	928.1	3.8
278	10000	929.3	3.8
279    3622.032    877.016    0
279	3800	877.8	4.6
279	4000	879.8	4.5
279	4200	881.7	4.5
279	4400	883.5	4.5
279	4600	885.3	4.4
279	4800	887.1	4.4
279	5000	888.9	4.4
279	5200	890.6	4.3
279	5400	892.3	4.3
279	5600	893.9	4.3
279	5800	895.5	4.2
279	6000	897.1	4.2
279	6200	898.7	4.2
279	6400	900.3	4.2
279	6600	901.8	4.1
279	6800	903.3	4.1
279	7000	904.8	4.1
279	7200	906.2	4.1
279	7400	907.6	4.0
279	7600	909.1	4.0
279	7800	910.5	4.0
279	8000	911.8	4.0
279	8200	913.2	3.9
279	8400	914.5	3.9
279	8600	915.9	3.9
279	8800	917.2	3.9
279	9000	918.5	3.9
279	9200	919.7	3.8
279	9400	921.0	3.8
279	9600	922.2	3.8
279	9800	923.5	3.8
279	10000	924.7	3.8
280    3712.179    871.516    0
280	3800	871.4	4.5
280	4000	873.4	4.5
280	4200	875.4	4.5
280	4400	877.4	4.4
280	4600	879.3	4.4
280	4800	881.1	4.4
280	5000	883.0	4.3
280	5200	884.7	4.3
280	5400	886.5	4.3
280	5600	888.2	4.2
280	5800	889.9	4.2
280	6000	891.6	4.2
280	6200	893.2	4.1
280	6400	894.8	4.1
280	6600	896.4	4.1
280	6800	897.9	4.1
280	7000	899.5	4.0
280	7200	901.0	4.0
280	7400	902.5	4.0
280	7600	903.9	4.0
280	7800	905.4	4.0
280	8000	906.8	3.9
280	8200	908.2	3.9
280	8400	909.6	3.9
280	8600	911.0	3.9
280	8800	912.3	3.8
280	9000	913.6	3.8
280	9200	914.9	3.8
280	9400	916.2	3.8
280	9600	917.5	3.8
280	9800	918.8	3.8
280	10000	920.1	3.7
281    3803.976    865.912    0
281	3800	864.8	4.5
281	4000	866.9	4.5
281	4200	869.0	4.5
281	4400	871.0	4.4
281	4600	873.0	4.4
281	4800	875.0	4.3
281	5000	876.9	4.3
281	5200	878.8	4.3
281	5400	880.6	4.2
281	5600	882.4	4.2
281	5800	884.2	4.2
281	6000	885.9	4.1
281	6200	887.6	4.1
281	6400	889.3	4.1
281	6600	890.9	4.1
281	6800	892.5	4.0
281	7000	894.1	4.0
281	7200	895.7	4.0
281	7400	897.2	4.0
281	7600	898.7	3.9
281	7800	900.2	3.9
281	8000	901.7	3.9
281	8200	903.1	3.9
281	8400	904.6	3.9
281	8600	906.0	3.8
281	8800	907.4	3.8
281	9000	908.7	3.8
281	9200	910.1	3.8
281	9400	911.4	3.8
281	9600	912.8	3.7
281	9800	914.1	3.7
281	10000	915.3	3.7
282    3897.444    860.201    0
282	4000	860.2	4.5
282	4200	862.4	4.4
282	4400	864.5	4.4
282	4600	866.6	4.4
282	4800	868.7	4.3
282	5000	870.7	4.3
282	5200	872.7	4.3
282	5400	874.6	4.2
282	5600	876.5	4.2
282	5800	878.3	4.2
282	6000	880.1	4.1
282	6200	881.9	4.1
282	6400	883.6	4.1
282	6600	885.3	4.0
282	6800	887.0	4.0
282	7000	888.6	4.0
282	7200	890.3	4.0
282	7400	891.9	3.9
282	7600	893.4	3.9
282	7800	895.0	3.9
282	8000	896.5	3.9
282	8200	898.0	3.9
282	8400	899.5	3.8
282	8600	900.9	3.8
282	8800	902.4	3.8
282	9000	903.8	3.8
282	9200	905.2	3.8
282	9400	906.5	3.7
282	9600	907.9	3.7
282	9800	909.3	3.7
282	10000	910.6	3.7
283    3992.607    854.374    0
283	4000	853.2	4.5
283	4200	855.6	4.5
283	4400	857.8	4.4
283	4600	860.1	4.4
283	4800	862.2	4.3
283	5000	864.3	4.3
283	5200	866.4	4.2
283	5400	868.4	4.2
283	5600	870.4	4.2
283	5800	872.3	4.1
283	6000	874.2	4.1
283	6200	876.0	4.1
283	6400	877.8	4.1
283	6600	879.6	4.0
283	6800	881.4	4.0
283	7000	883.1	4.0
283	7200	884.7	4.0
283	7400	886.4	3.9
283	7600	888.0	3.9
283	7800	889.6	3.9
283	8000	891.2	3.9
283	8200	892.8	3.8
283	8400	894.3	3.8
283	8600	895.8	3.8
283	8800	897.3	3.8
283	9000	898.7	3.8
283	9200	900.2	3.7
283	9400	901.6	3.7
283	9600	903.0	3.7
283	9800	904.4	3.7
283	10000	905.8	3.7
284    4089.488    848.426    0
284	4200	848.5	4.5
284	4400	850.9	4.4
284	4600	853.3	4.4
284	4800	855.5	4.3
284	5000	857.8	4.3
284	5200	859.9	4.2
284	5400	862.0	4.2
284	5600	864.1	4.2
284	5800	866.1	4.1
284	6000	868.1	4.1
284	6200	870.0	4.1
284	6400	871.9	4.1
284	6600	873.8	4.0
284	6800	875.6	4.0
284	7000	877.4	4.0
284	7200	879.1	3.9
284	7400	880.8	3.9
284	7600	882.5	3.9
284	7800	884.2	3.9
284	8000	885.8	3.8
284	8200	887.4	3.8
284	8400	889.0	3.8
284	8600	890.6	3.8
284	8800	892.1	3.8
284	9000	893.6	3.7
284	9200	895.1	3.7
284	9400	896.6	3.7
284	9600	898.0	3.7
284	9800	899.4	3.7
284	10000	900.9	3.7
285    4188.111    842.347    0
285	4200	841.2	4.5
285	4400	843.7	4.5
285	4600	846.2	4.4
285	4800	848.6	4.3
285	5000	851.0	4.3
285	5200	853.3	4.3
285	5400	855.5	4.2
285	5600	857.7	4.2
285	5800	859.8	4.1
285	6000	861.9	4.1
285	6200	863.9	4.1
285	6400	865.9	4.0
285	6600	867.8	4.0
285	6800	869.7	4.0
285	7000	871.6	4.0
285	7200	873.4	3.9
285	7400	875.2	3.9
285	7600	876.9	3.9
285	7800	878.7	3.9
285	8000	880.4	3.8
285	8200	882.0	3.8
285	8400	883.7	3.8
285	8600	885.3	3.8
285	8800	886.9	3.8
285	9000	888.4	3.7
285	9200	890.0	3.7
285	9400	891.5	3.7
285	9600	893.0	3.7
285	9800	894.4	3.7
285	10000	895.9	3.6
286    4288.5    836.129    0
286	4400	836.3	4.5
286	4600	838.9	4.4
286	4800	841.5	4.4
286	5000	844.0	4.3
286	5200	846.4	4.3
286	5400	848.8	4.2
286	5600	851.1	4.2
286	5800	853.3	4.2
286	6000	855.5	4.1
286	6200	857.6	4.1
286	6400	859.7	4.1
286	6600	861.7	4.0
286	6800	863.7	4.0
286	7000	865.6	4.0
286	7200	867.5	3.9
286	7400	869.4	3.9
286	7600	871.2	3.9
286	7800	873.0	3.9
286	8000	874.8	3.8
286	8200	876.5	3.8
286	8400	878.2	3.8
286	8600	879.9	3.8
286	8800	881.5	3.8
286	9000	883.1	3.7
286	9200	884.7	3.7
286	9400	886.3	3.7
286	9600	887.8	3.7
286	9800	889.4	3.7
286	10000	890.9	3.6
287    4390.681    829.763    0
287	4400	828.5	4.6
287	4600	831.3	4.5
287	4800	834.1	4.4
287	5000	836.7	4.4
287	5200	839.3	4.3
287	5400	841.8	4.3
287	5600	844.2	4.2
287	5800	846.6	4.2
287	6000	848.9	4.1
287	6200	851.1	4.1
287	6400	853.3	4.1
287	6600	855.4	4.0
287	6800	857.5	4.0
287	7000	859.5	4.0
287	7200	861.5	3.9
287	7400	863.5	3.9
287	7600	865.4	3.9
287	7800	867.2	3.9
287	8000	869.1	3.8
287	8200	870.9	3.8
287	8400	872.6	3.8
287	8600	874.4	3.8
287	8800	876.1	3.8
287	9000	877.8	3.7
287	9200	879.4	3.7
287	9400	881.0	3.7
287	9600	882.6	3.7
287	9800	884.2	3.7
287	10000	885.7	3.6
288    4494.68    823.236    0
288	4600	823.4	4.6
288	4800	826.4	4.5
288	5000	829.2	4.4
288	5200	832.0	4.4
288	5400	834.6	4.3
288	5600	837.2	4.3
288	5800	839.7	4.2
288	6000	842.1	4.2
288	6200	844.5	4.1
288	6400	846.8	4.1
288	6600	849.0	4.1
288	6800	851.2	4.0
288	7000	853.3	4.0
288	7200	855.4	4.0
288	7400	857.4	3.9
288	7600	859.4	3.9
288	7800	861.4	3.9
288	8000	863.3	3.9
288	8200	865.1	3.8
288	8400	867.0	3.8
288	8600	868.8	3.8
288	8800	870.5	3.8
288	9000	872.3	3.7
288	9200	874.0	3.7
288	9400	875.7	3.7
288	9600	877.3	3.7
288	9800	878.9	3.7
288	10000	880.5	3.7
289    4600.525    816.538    0
289	4600	815.1	4.7
289	4800	818.3	4.6
289	5000	821.4	4.5
289	5200	824.3	4.4
289	5400	827.1	4.4
289	5600	829.9	4.3
289	5800	832.5	4.2
289	6000	835.1	4.2
289	6200	837.6	4.2
289	6400	840.0	4.1
289	6600	842.4	4.1
289	6800	844.7	4.0
289	7000	846.9	4.0
289	7200	849.1	4.0
289	7400	851.2	4.0
289	7600	853.3	3.9
289	7800	855.3	3.9
289	8000	857.3	3.9
289	8200	859.3	3.9
289	8400	861.2	3.8
289	8600	863.1	3.8
289	8800	864.9	3.8
289	9000	866.7	3.8
289	9200	868.5	3.7
289	9400	870.2	3.7
289	9600	871.9	3.7
289	9800	873.6	3.7
289	10000	875.3	3.7
290    4708.243    809.652    0
290	4800	809.8	4.7
290	5000	813.1	4.6
290	5200	816.3	4.5
290	5400	819.3	4.4
290	5600	822.3	4.4
290	5800	825.1	4.3
290	6000	827.9	4.2
290	6200	830.5	4.2
290	6400	833.1	4.2
290	6600	835.6	4.1
290	6800	838.0	4.1
290	7000	840.3	4.0
290	7200	842.6	4.0
290	7400	844.9	4.0
290	7600	847.0	3.9
290	7800	849.2	3.9
290	8000	851.3	3.9
290	8200	853.3	3.9
290	8400	855.3	3.8
290	8600	857.2	3.8
290	8800	859.2	3.8
290	9000	861.0	3.8
290	9200	862.9	3.8
290	9400	864.7	3.7
290	9600	866.5	3.7
290	9800	868.2	3.7
290	10000	869.9	3.7
291    4817.862    802.565    0
291	5000	804.5	4.7
291	5200	807.9	4.6
291	5400	811.2	4.5
291	5600	814.4	4.4
291	5800	817.4	4.4
291	6000	820.3	4.3
291	6200	823.1	4.3
291	6400	825.9	4.2
291	6600	828.5	4.2
291	6800	831.1	4.1
291	7000	833.6	4.1
291	7200	836.0	4.0
291	7400	838.3	4.0
291	7600	840.6	4.0
291	7800	842.9	3.9
291	8000	845.0	3.9
291	8200	847.2	3.9
291	8400	849.2	3.9
291	8600	851.3	3.8
291	8800	853.3	3.8
291	9000	855.2	3.8
291	9200	857.1	3.8
291	9400	859.0	3.8
291	9600	860.9	3.7
291	9800	862.7	3.7
291	10000	864.5	3.7
292    4929.414    795.257    0
292	5000	795.3	4.9
292	5200	799.1	4.8
292	5400	802.7	4.6
292	5600	806.1	4.5
292	5800	809.3	4.5
292	6000	812.5	4.4
292	6200	815.5	4.3
292	6400	818.4	4.3
292	6600	821.2	4.2
292	6800	823.9	4.2
292	7000	826.6	4.1
292	7200	829.1	4.1
292	7400	831.6	4.0
292	7600	834.0	4.0
292	7800	836.4	4.0
292	8000	838.7	4.0
292	8200	840.9	3.9
292	8400	843.1	3.9
292	8600	845.2	3.9
292	8800	847.3	3.9
292	9000	849.3	3.8
292	9200	851.3	3.8
292	9400	853.3	3.8
292	9600	855.2	3.8
292	9800	857.1	3.8
292	10000	858.9	3.7
293    5042.93    787.707    0
293	5200	789.7	5.0
293	5400	793.6	4.8
293	5600	797.3	4.7
293	5800	800.9	4.6
293	6000	804.3	4.5
293	6200	807.5	4.4
293	6400	810.7	4.3
293	6600	813.7	4.3
293	6800	816.6	4.2
293	7000	819.4	4.2
293	7200	822.1	4.1
293	7400	824.7	4.1
293	7600	827.2	4.1
293	7800	829.7	4.0
293	8000	832.1	4.0
293	8200	834.4	4.0
293	8400	836.7	3.9
293	8600	839.0	3.9
293	8800	841.1	3.9
293	9000	843.3	3.9
293	9200	845.3	3.8
293	9400	847.4	3.8
293	9600	849.4	3.8
293	9800	851.3	3.8
293	10000	853.2	3.8
294    5158.442    779.891    0
294	5200	779.6	5.2
294	5400	784.0	5.0
294	5600	788.1	4.8
294	5800	792.0	4.7
294	6000	795.7	4.6
294	6200	799.2	4.5
294	6400	802.6	4.4
294	6600	805.8	4.4
294	6800	808.9	4.3
294	7000	811.9	4.2
294	7200	814.7	4.2
294	7400	817.5	4.1
294	7600	820.2	4.1
294	7800	822.8	4.1
294	8000	825.4	4.0
294	8200	827.8	4.0
294	8400	830.2	4.0
294	8600	832.6	3.9
294	8800	834.9	3.9
294	9000	837.1	3.9
294	9200	839.2	3.9
294	9400	841.4	3.9
294	9600	843.5	3.8
294	9800	845.5	3.8
294	10000	847.5	3.8
295    5275.985    771.78    0
295	5400	773.7	5.3
295	5600	778.3	5.1
295	5800	782.6	4.9
295	6000	786.6	4.7
295	6200	790.4	4.6
295	6400	794.1	4.5
295	6600	797.6	4.4
295	6800	800.9	4.4
295	7000	804.1	4.3
295	7200	807.2	4.3
295	7400	810.1	4.2
295	7600	813.0	4.2
295	7800	815.8	4.1
295	8000	818.4	4.1
295	8200	821.0	4.1
295	8400	823.6	4.0
295	8600	826.0	4.0
295	8800	828.4	4.0
295	9000	830.7	3.9
295	9200	833.0	3.9
295	9400	835.2	3.9
295	9600	837.4	3.9
295	9800	839.5	3.9
295	10000	841.6	3.8
296    5395.595    763.34    0
296	5400	762.5	5.6
296	5600	767.6	5.3
296	5800	772.5	5.1
296	6000	776.9	4.9
296	6200	781.2	4.8
296	6400	785.2	4.7
296	6600	788.9	4.6
296	6800	792.5	4.5
296	7000	796.0	4.4
296	7200	799.3	4.3
296	7400	802.4	4.3
296	7600	805.5	4.2
296	7800	808.4	4.2
296	8000	811.3	4.1
296	8200	814.0	4.1
296	8400	816.7	4.1
296	8600	819.3	4.0
296	8800	821.8	4.0
296	9000	824.2	4.0
296	9200	826.6	4.0
296	9400	828.9	3.9
296	9600	831.2	3.9
296	9800	833.4	3.9
296	10000	835.6	3.9
297    5517.311    754.53    0
297	5600	756.1	5.7
297	5800	761.6	5.4
297	6000	766.6	5.2
297	6200	771.3	5.0
297	6400	775.7	4.8
297	6600	779.8	4.7
297	6800	783.8	4.6
297	7000	787.5	4.5
297	7200	791.0	4.4
297	7400	794.4	4.4
297	7600	797.7	4.3
297	7800	800.8	4.2
297	8000	803.9	4.2
297	8200	806.8	4.2
297	8400	809.6	4.1
297	8600	812.3	4.1
297	8800	815.0	4.1
297	9000	817.6	4.0
297	9200	820.1	4.0
297	9400	822.5	4.0
297	9600	824.9	4.0
297	9800	827.2	3.9
297	10000	829.4	3.9
298    5641.174    745.3    0
298	5800	749.6	5.8
298	6000	755.4	5.5
298	6200	760.7	5.2
298	6400	765.6	5.0
298	6600	770.2	4.9
298	6800	774.5	4.7
298	7000	778.6	4.6
298	7200	782.4	4.5
298	7400	786.1	4.5
298	7600	789.6	4.4
298	7800	793.0	4.3
298	8000	796.2	4.3
298	8200	799.3	4.2
298	8400	802.3	4.2
298	8600	805.2	4.1
298	8800	808.0	4.1
298	9000	810.7	4.1
298	9200	813.3	4.1
298	9400	815.9	4.0
298	9600	818.4	4.0
298	9800	820.8	4.0
298	10000	823.2	4.0
299    5767.227    735.589    0
299	5800	736.3	6.3
299	6000	743.1	5.8
299	6200	749.2	5.5
299	6400	754.7	5.3
299	6600	759.9	5.1
299	6800	764.6	4.9
299	7000	769.1	4.8
299	7200	773.3	4.7
299	7400	777.3	4.6
299	7600	781.1	4.5
299	7800	784.7	4.4
299	8000	788.2	4.4
299	8200	791.5	4.3
299	8400	794.7	4.3
299	8600	797.8	4.2
299	8800	800.8	4.2
299	9000	803.6	4.1
299	9200	806.4	4.1
299	9400	809.1	4.1
299	9600	811.7	4.1
299	9800	814.3	4.0
299	10000	816.7	4.0
300    5895.519    725.319    0
300	6000	729.2	6.4
300	6200	736.4	5.9
300	6400	742.9	5.6
300	6600	748.7	5.3
300	6800	754.1	5.1
300	7000	759.1	4.9
300	7200	763.7	4.8
300	7400	768.1	4.7
300	7600	772.2	4.6
300	7800	776.1	4.5
300	8000	779.9	4.4
300	8200	783.4	4.4
300	8400	786.8	4.3
300	8600	790.1	4.3
300	8800	793.3	4.2
300	9000	796.3	4.2
300	9200	799.3	4.2
300	9400	802.1	4.1
300	9600	804.9	4.1
300	9800	807.5	4.1
300	10000	810.1	4.1
301    6026.099    714.391    0
301	6200	722.0	6.5
301	6400	729.7	6.0
301	6600	736.5	5.6
301	6800	742.7	5.4
301	7000	748.3	5.2
301	7200	753.5	5.0
301	7400	758.3	4.8
301	7600	762.8	4.7
301	7800	767.1	4.6
301	8000	771.1	4.5
301	8200	775.0	4.5
301	8400	778.7	4.4
301	8600	782.2	4.4
301	8800	785.5	4.3
301	9000	788.8	4.3
301	9200	791.9	4.2
301	9400	794.9	4.2
301	9600	797.8	4.2
301	9800	800.6	4.1
301	10000	803.4	4.1
302    6159.026    702.674    0
302	6200	705.1	7.3
302	6400	714.7	6.5
302	6600	722.9	6.0
302	6800	730.1	5.7
302	7000	736.6	5.4
302	7200	742.4	5.2
302	7400	747.8	5.0
302	7600	752.9	4.9
302	7800	757.6	4.8
302	8000	762.0	4.7
302	8200	766.2	4.6
302	8400	770.1	4.5
302	8600	773.9	4.4
302	8800	777.5	4.4
302	9000	781.0	4.3
302	9200	784.3	4.3
302	9400	787.5	4.3
302	9600	790.6	4.2
302	9800	793.5	4.2
302	10000	796.4	4.2
303    6294.362    689.987    0
303	6400	697.0	7.3
303	6600	707.4	6.6
303	6800	716.1	6.1
303	7000	723.7	5.7
303	7200	730.4	5.4
303	7400	736.6	5.2
303	7600	742.2	5.1
303	7800	747.4	4.9
303	8000	752.3	4.8
303	8200	756.9	4.7
303	8400	761.2	4.6
303	8600	765.2	4.5
303	8800	769.1	4.5
303	9000	772.8	4.4
303	9200	776.4	4.4
303	9400	779.8	4.3
303	9600	783.1	4.3
303	9800	786.2	4.3
303	10000	789.3	4.2
304    6432.179    676.073    0
304	6600	688.7	7.4
304	6800	699.9	6.6
304	7000	709.2	6.1
304	7200	717.2	5.8
304	7400	724.3	5.5
304	7600	730.7	5.3
304	7800	736.6	5.1
304	8000	742.0	5.0
304	8200	747.0	4.8
304	8400	751.7	4.7
304	8600	756.2	4.6
304	8800	760.4	4.6
304	9000	764.4	4.5
304	9200	768.2	4.5
304	9400	771.8	4.4
304	9600	775.3	4.4
304	9800	778.6	4.3
304	10000	781.9	4.3
305    6572.563    660.545    0
305	6600	664.5	8.8
305	6800	680.4	7.4
305	7000	692.4	6.7
305	7200	702.3	6.1
305	7400	710.7	5.8
305	7600	718.2	5.5
305	7800	724.9	5.3
305	8000	730.9	5.1
305	8200	736.5	5.0
305	8400	741.7	4.9
305	8600	746.6	4.8
305	8800	751.2	4.7
305	9000	755.5	4.6
305	9200	759.6	4.5
305	9400	763.5	4.5
305	9600	767.2	4.4
305	9800	770.8	4.4
305	10000	774.2	4.4
306    6715.615    642.769    0
306	6800	654.5	8.8
306	7000	672.0	7.4
306	7200	684.9	6.7
306	7400	695.3	6.2
306	7600	704.2	5.8
306	7800	712.0	5.5
306	8000	719.0	5.3
306	8200	725.3	5.2
306	8400	731.1	5.0
306	8600	736.5	4.9
306	8800	741.5	4.8
306	9000	746.2	4.7
306	9200	750.7	4.6
306	9400	754.9	4.6
306	9600	758.9	4.5
306	9800	762.7	4.5
306	10000	766.3	4.4
307    6861.467    621.58    0
307	7000	644.4	8.7
307	7200	663.5	7.3
307	7400	677.4	6.6
307	7600	688.4	6.2
307	7800	697.8	5.8
307	8000	705.9	5.6
307	8200	713.2	5.4
307	8400	719.7	5.2
307	8600	725.7	5.0
307	8800	731.3	4.9
307	9000	736.4	4.8
307	9200	741.3	4.7
307	9400	745.8	4.7
307	9600	750.1	4.6
307	9800	754.2	4.5
307	10000	758.2	4.5
308    7010.306    594.354    0
308	7200	634.4	8.5
308	7400	655.2	7.3
308	7600	669.9	6.6
308	7800	681.6	6.2
308	8000	691.4	5.8
308	8200	699.8	5.6
308	8400	707.3	5.4
308	8600	714.1	5.2
308	8800	720.3	5.1
308	9000	726.0	5.0
308	9200	731.4	4.9
308	9400	736.3	4.8
308	9600	741.0	4.7
308	9800	745.4	4.6
308	10000	749.6	4.6
309    7162.454    551.81    0
309	7200	577	18
309	7400	624.7	8.3
309	7600	647.0	7.2
309	7800	662.6	6.6
309	8000	674.8	6.2
309	8200	685.0	5.9
309	8400	693.8	5.6
309	8600	701.6	5.4
309	8800	708.6	5.2
309	9000	715.0	5.1
309	9200	720.9	5.0
309	9400	726.3	4.9
309	9600	731.4	4.8
309	9800	736.2	4.7
309	10000	740.8	4.7
310	7400	566	17
310	7600	615.4	8.2
310	7800	639.0	7.1
310	8000	655.3	6.6
310	8200	668.1	6.2
310	8400	678.7	5.9
310	8600	687.8	5.6
310	8800	695.9	5.4
310	9000	703.1	5.3
310	9200	709.7	5.1
310	9400	715.7	5.0
310	9600	721.3	4.9
310	9800	726.6	4.8
310	10000	731.5	4.8
311	7400	350	32
311	7600	559	16
311	7800	606.9	8.1
311	8000	631.3	7.1
311	8200	648.3	6.6
311	8400	661.6	6.2
311	8600	672.5	5.9
311	8800	682.0	5.7
311	9000	690.2	5.5
311	9200	697.7	5.3
311	9400	704.4	5.2
311	9600	710.6	5.1
311	9800	716.4	5.0
311	10000	721.7	4.9
312	7400	304	15
312	7600	409	44
312	7800	554	14
312	8000	599.1	8.2
312	8200	624.0	7.1
312	8400	641.5	6.6
312	8600	655.2	6.2
312	8800	666.5	5.9
312	9000	676.2	5.7
312	9200	684.7	5.5
312	9400	692.3	5.3
312	9600	699.3	5.2
312	9800	705.6	5.1
312	10000	711.5	5.0
313	7400	282	11
313	7600	333	18
313	7800	450	34
313	8000	550	13
313	8200	592.2	8.3
313	8400	617.2	7.2
313	8600	635.0	6.6
313	8800	649.0	6.3
313	9000	660.6	6.0
313	9200	670.5	5.7
313	9400	679.3	5.5
313	9600	687.1	5.4
313	9800	694.2	5.2
313	10000	700.7	5.1
314	7400	267.3	8.6
314	7600	303	12
314	7800	366	20
314	8000	471	25
314	8200	547	12
314	8400	586.1	8.5
314	8600	610.8	7.3
314	8800	628.8	6.7
314	9000	643.1	6.3
314	9200	654.9	6.0
314	9400	665.0	5.8
314	9600	673.9	5.6
314	9800	681.9	5.4
314	10000	689.1	5.3
315	7400	256.1	7.3
315	7600	284.5	9.8
