Table: Internal Energy [Saturated Tank]
Temperature {K} 	 Total Nitrous Mass Per Nitrous Tank Vol {Kg/m^3} 	 Specific Internal Energy (Per Kg Total Nitrous) {J/Kg}
266 	 4.244482e+02 	 4.682779e+05
266 	 4.301075e+02 	 4.677849e+05
266 	 4.357668e+02 	 4.673047e+05
266 	 4.414261e+02 	 4.668368e+05
266 	 4.470855e+02 	 4.663807e+05
266 	 4.527448e+02 	 4.659361e+05
266 	 4.584041e+02 	 4.655024e+05
266 	 4.640634e+02 	 4.650794e+05
266 	 4.697227e+02 	 4.646665e+05
266 	 4.753820e+02 	 4.642634e+05
266 	 4.810413e+02 	 4.638698e+05
266 	 4.867006e+02 	 4.634854e+05
266 	 4.923599e+02 	 4.631098e+05
266 	 4.980192e+02 	 4.627428e+05
266 	 5.036786e+02 	 4.623840e+05
266 	 5.093379e+02 	 4.620332e+05
266 	 5.149972e+02 	 4.616901e+05
266 	 5.206565e+02 	 4.613544e+05
266 	 5.263158e+02 	 4.610260e+05
266 	 5.319751e+02 	 4.607045e+05
266 	 5.376344e+02 	 4.603898e+05
266 	 5.432937e+02 	 4.600817e+05
266 	 5.489530e+02 	 4.597799e+05
266 	 5.546123e+02 	 4.594843e+05
266 	 5.602716e+02 	 4.591947e+05
266 	 5.659310e+02 	 4.589108e+05
266 	 5.715903e+02 	 4.586326e+05
266 	 5.772496e+02 	 4.583598e+05
266 	 5.829089e+02 	 4.580923e+05
266 	 5.885682e+02 	 4.578300e+05
266 	 5.942275e+02 	 4.575727e+05
266 	 5.998868e+02 	 4.573202e+05
266 	 6.055461e+02 	 4.570724e+05
266 	 6.112054e+02 	 4.568293e+05
266 	 6.168647e+02 	 4.565905e+05
266 	 6.225241e+02 	 4.563562e+05
266 	 6.281834e+02 	 4.561260e+05
266 	 6.338427e+02 	 4.559000e+05
266 	 6.395020e+02 	 4.556779e+05
266 	 6.451613e+02 	 4.554598e+05
266 	 6.508206e+02 	 4.552455e+05
266 	 6.564799e+02 	 4.550348e+05
266 	 6.621392e+02 	 4.548278e+05
266 	 6.677985e+02 	 4.546242e+05
266 	 6.734578e+02 	 4.544241e+05
266 	 6.791171e+02 	 4.542273e+05
266 	 6.847765e+02 	 4.540338e+05
266 	 6.904358e+02 	 4.538434e+05
266 	 6.960951e+02 	 4.536561e+05
266 	 7.017544e+02 	 4.534719e+05
266 	 7.074137e+02 	 4.532906e+05
266 	 7.130730e+02 	 4.531122e+05
266 	 7.187323e+02 	 4.529366e+05
266 	 7.243916e+02 	 4.527637e+05
266 	 7.300509e+02 	 4.525935e+05
266 	 7.357102e+02 	 4.524259e+05
266 	 7.413696e+02 	 4.522609e+05
266 	 7.470289e+02 	 4.520984e+05
266 	 7.526882e+02 	 4.519384e+05
266 	 7.583475e+02 	 4.517807e+05
266 	 7.640068e+02 	 4.516253e+05
266 	 7.696661e+02 	 4.514723e+05
266 	 7.753254e+02 	 4.513215e+05
266 	 7.809847e+02 	 4.511728e+05
266 	 7.866440e+02 	 4.510263e+05
266 	 7.923033e+02 	 4.508819e+05
266 	 7.979626e+02 	 4.507396e+05
266 	 8.036220e+02 	 4.505992e+05
266 	 8.092813e+02 	 4.504608e+05
266 	 8.149406e+02 	 4.503244e+05
266 	 8.205999e+02 	 4.501898e+05
266 	 8.262592e+02 	 4.500570e+05
266 	 8.319185e+02 	 4.499261e+05
266 	 8.375778e+02 	 4.497969e+05
266 	 8.432371e+02 	 4.496695e+05
266 	 8.488964e+02 	 4.495438e+05
266 	 8.545557e+02 	 4.494197e+05
266 	 8.602151e+02 	 4.492973e+05
266 	 8.658744e+02 	 4.491764e+05
266 	 8.715337e+02 	 4.490572e+05
266 	 8.771930e+02 	 4.489395e+05
266 	 8.828523e+02 	 4.488232e+05
266 	 8.885116e+02 	 4.487085e+05
266 	 8.941709e+02 	 4.485952e+05
266 	 8.998302e+02 	 4.484834e+05
266 	 9.054895e+02 	 4.483729e+05
266 	 9.111488e+02 	 4.482638e+05
266 	 9.168081e+02 	 4.481561e+05
266 	 9.224675e+02 	 4.480497e+05
266 	 9.281268e+02 	 4.479445e+05
266 	 9.337861e+02 	 4.478407e+05
266 	 9.394454e+02 	 4.477381e+05
267 	 7.357102e+01 	 6.534686e+05
267 	 7.923033e+01 	 6.376740e+05
267 	 8.488964e+01 	 6.239853e+05
267 	 9.054895e+01 	 6.120077e+05
267 	 9.620826e+01 	 6.014393e+05
267 	 1.018676e+02 	 5.920451e+05
267 	 1.075269e+02 	 5.836398e+05
267 	 1.131862e+02 	 5.760750e+05
267 	 1.188455e+02 	 5.692307e+05
267 	 1.245048e+02 	 5.630085e+05
267 	 1.301641e+02 	 5.573275e+05
267 	 1.358234e+02 	 5.521198e+05
267 	 1.414827e+02 	 5.473288e+05
267 	 1.471420e+02 	 5.429063e+05
267 	 1.528014e+02 	 5.388114e+05
267 	 1.584607e+02 	 5.350090e+05
267 	 1.641200e+02 	 5.314688e+05
267 	 1.697793e+02 	 5.281647e+05
267 	 1.754386e+02 	 5.250737e+05
267 	 1.810979e+02 	 5.221759e+05
267 	 1.867572e+02 	 5.194537e+05
267 	 1.924165e+02 	 5.168917e+05
267 	 1.980758e+02 	 5.144760e+05
267 	 2.037351e+02 	 5.121946e+05
267 	 2.093945e+02 	 5.100364e+05
267 	 2.150538e+02 	 5.079919e+05
267 	 2.207131e+02 	 5.060522e+05
267 	 2.263724e+02 	 5.042095e+05
267 	 2.320317e+02 	 5.024567e+05
267 	 2.376910e+02 	 5.007874e+05
267 	 2.433503e+02 	 4.991956e+05
267 	 2.490096e+02 	 4.976763e+05
267 	 2.546689e+02 	 4.962245e+05
267 	 2.603282e+02 	 4.948358e+05
267 	 2.659875e+02 	 4.935061e+05
267 	 2.716469e+02 	 4.922319e+05
267 	 2.773062e+02 	 4.910097e+05
267 	 2.829655e+02 	 4.898364e+05
267 	 2.886248e+02 	 4.887091e+05
267 	 2.942841e+02 	 4.876252e+05
267 	 2.999434e+02 	 4.865821e+05
267 	 3.056027e+02 	 4.855777e+05
267 	 3.112620e+02 	 4.846098e+05
267 	 3.169213e+02 	 4.836765e+05
267 	 3.225806e+02 	 4.827760e+05
267 	 3.282400e+02 	 4.819064e+05
267 	 3.338993e+02 	 4.810664e+05
267 	 3.395586e+02 	 4.802544e+05
267 	 3.452179e+02 	 4.794689e+05
267 	 3.508772e+02 	 4.787089e+05
267 	 3.565365e+02 	 4.779729e+05
267 	 3.621958e+02 	 4.772600e+05
267 	 3.678551e+02 	 4.765690e+05
267 	 3.735144e+02 	 4.758989e+05
267 	 3.791737e+02 	 4.752488e+05
267 	 3.848331e+02 	 4.746179e+05
267 	 3.904924e+02 	 4.740052e+05
267 	 3.961517e+02 	 4.734100e+05
267 	 4.018110e+02 	 4.728316e+05
267 	 4.074703e+02 	 4.722693e+05
267 	 4.131296e+02 	 4.717224e+05
267 	 4.187889e+02 	 4.711902e+05
267 	 4.244482e+02 	 4.706723e+05
267 	 4.301075e+02 	 4.701680e+05
267 	 4.357668e+02 	 4.696768e+05
267 	 4.414261e+02 	 4.691981e+05
267 	 4.470855e+02 	 4.687316e+05
267 	 4.527448e+02 	 4.682768e+05
267 	 4.584041e+02 	 4.678332e+05
267 	 4.640634e+02 	 4.674004e+05
267 	 4.697227e+02 	 4.669780e+05
267 	 4.753820e+02 	 4.665657e+05
267 	 4.810413e+02 	 4.661631e+05
267 	 4.867006e+02 	 4.657698e+05
267 	 4.923599e+02 	 4.653856e+05
267 	 4.980192e+02 	 4.650102e+05
267 	 5.036786e+02 	 4.646431e+05
267 	 5.093379e+02 	 4.642843e+05
267 	 5.149972e+02 	 4.639333e+05
267 	 5.206565e+02 	 4.635899e+05
267 	 5.263158e+02 	 4.632539e+05
267 	 5.319751e+02 	 4.629251e+05
267 	 5.376344e+02 	 4.626032e+05
267 	 5.432937e+02 	 4.622880e+05
267 	 5.489530e+02 	 4.619793e+05
267 	 5.546123e+02 	 4.616769e+05
267 	 5.602716e+02 	 4.613806e+05
267 	 5.659310e+02 	 4.610902e+05
267 	 5.715903e+02 	 4.608056e+05
267 	 5.772496e+02 	 4.605266e+05
267 	 5.829089e+02 	 4.602530e+05
267 	 5.885682e+02 	 4.599846e+05
267 	 5.942275e+02 	 4.597214e+05
267 	 5.998868e+02 	 4.594631e+05
267 	 6.055461e+02 	 4.592096e+05
267 	 6.112054e+02 	 4.589609e+05
267 	 6.168647e+02 	 4.587167e+05
267 	 6.225241e+02 	 4.584769e+05
267 	 6.281834e+02 	 4.582415e+05
267 	 6.338427e+02 	 4.580103e+05
267 	 6.395020e+02 	 4.577832e+05
267 	 6.451613e+02 	 4.575600e+05
267 	 6.508206e+02 	 4.573407e+05
267 	 6.564799e+02 	 4.571252e+05
267 	 6.621392e+02 	 4.569134e+05
267 	 6.677985e+02 	 4.567052e+05
267 	 6.734578e+02 	 4.565005e+05
267 	 6.791171e+02 	 4.562992e+05
267 	 6.847765e+02 	 4.561012e+05
267 	 6.904358e+02 	 4.559065e+05
267 	 6.960951e+02 	 4.557149e+05
267 	 7.017544e+02 	 4.555265e+05
267 	 7.074137e+02 	 4.553410e+05
267 	 7.130730e+02 	 4.551585e+05
267 	 7.187323e+02 	 4.549788e+05
267 	 7.243916e+02 	 4.548020e+05
267 	 7.300509e+02 	 4.546279e+05
267 	 7.357102e+02 	 4.544565e+05
267 	 7.413696e+02 	 4.542877e+05
267 	 7.470289e+02 	 4.541215e+05
267 	 7.526882e+02 	 4.539577e+05
267 	 7.583475e+02 	 4.537964e+05
267 	 7.640068e+02 	 4.536375e+05
267 	 7.696661e+02 	 4.534810e+05
267 	 7.753254e+02 	 4.533267e+05
267 	 7.809847e+02 	 4.531746e+05
267 	 7.866440e+02 	 4.530248e+05
267 	 7.923033e+02 	 4.528770e+05
267 	 7.979626e+02 	 4.527314e+05
267 	 8.036220e+02 	 4.525878e+05
267 	 8.092813e+02 	 4.524463e+05
267 	 8.149406e+02 	 4.523067e+05
267 	 8.205999e+02 	 4.521690e+05
267 	 8.262592e+02 	 4.520332e+05
267 	 8.319185e+02 	 4.518993e+05
267 	 8.375778e+02 	 4.517671e+05
267 	 8.432371e+02 	 4.516368e+05
267 	 8.488964e+02 	 4.515082e+05
267 	 8.545557e+02 	 4.513813e+05
267 	 8.602151e+02 	 4.512560e+05
267 	 8.658744e+02 	 4.511324e+05
267 	 8.715337e+02 	 4.510104e+05
267 	 8.771930e+02 	 4.508900e+05
267 	 8.828523e+02 	 4.507711e+05
267 	 8.885116e+02 	 4.506537e+05
267 	 8.941709e+02 	 4.505378e+05
267 	 8.998302e+02 	 4.504234e+05
267 	 9.054895e+02 	 4.503104e+05
267 	 9.111488e+02 	 4.501988e+05
267 	 9.168081e+02 	 4.500886e+05
267 	 9.224675e+02 	 4.499797e+05
267 	 9.281268e+02 	 4.498722e+05
267 	 9.337861e+02 	 4.497660e+05
268 	 7.357102e+01 	 6.599845e+05
268 	 7.923033e+01 	 6.438343e+05
268 	 8.488964e+01 	 6.298375e+05
268 	 9.054895e+01 	 6.175902e+05
268 	 9.620826e+01 	 6.067838e+05
268 	 1.018676e+02 	 5.971781e+05
268 	 1.075269e+02 	 5.885836e+05
268 	 1.131862e+02 	 5.808485e+05
268 	 1.188455e+02 	 5.738500e+05
268 	 1.245048e+02 	 5.674878e+05
268 	 1.301641e+02 	 5.616789e+05
268 	 1.358234e+02 	 5.563540e+05
268 	 1.414827e+02 	 5.514551e+05
268 	 1.471420e+02 	 5.469330e+05
268 	 1.528014e+02 	 5.427459e+05
268 	 1.584607e+02 	 5.388579e+05
268 	 1.641200e+02 	 5.352380e+05
268 	 1.697793e+02 	 5.318595e+05
268 	 1.754386e+02 	 5.286989e+05
268 	 1.810979e+02 	 5.257358e+05
268 	 1.867572e+02 	 5.229524e+05
268 	 1.924165e+02 	 5.203326e+05
268 	 1.980758e+02 	 5.178626e+05
268 	 2.037351e+02 	 5.155298e+05
268 	 2.093945e+02 	 5.133231e+05
268 	 2.150538e+02 	 5.112325e+05
268 	 2.207131e+02 	 5.092492e+05
268 	 2.263724e+02 	 5.073650e+05
268 	 2.320317e+02 	 5.055727e+05
268 	 2.376910e+02 	 5.038658e+05
268 	 2.433503e+02 	 5.022382e+05
268 	 2.490096e+02 	 5.006846e+05
268 	 2.546689e+02 	 4.992001e+05
268 	 2.603282e+02 	 4.977802e+05
268 	 2.659875e+02 	 4.964206e+05
268 	 2.716469e+02 	 4.951177e+05
268 	 2.773062e+02 	 4.938680e+05
268 	 2.829655e+02 	 4.926683e+05
268 	 2.886248e+02 	 4.915156e+05
268 	 2.942841e+02 	 4.904072e+05
268 	 2.999434e+02 	 4.893407e+05
268 	 3.056027e+02 	 4.883137e+05
268 	 3.112620e+02 	 4.873240e+05
268 	 3.169213e+02 	 4.863697e+05
268 	 3.225806e+02 	 4.854488e+05
268 	 3.282400e+02 	 4.845597e+05
268 	 3.338993e+02 	 4.837008e+05
268 	 3.395586e+02 	 4.828705e+05
268 	 3.452179e+02 	 4.820674e+05
268 	 3.508772e+02 	 4.812902e+05
268 	 3.565365e+02 	 4.805377e+05
268 	 3.621958e+02 	 4.798087e+05
268 	 3.678551e+02 	 4.791021e+05
268 	 3.735144e+02 	 4.784169e+05
268 	 3.791737e+02 	 4.777522e+05
268 	 3.848331e+02 	 4.771071e+05
268 	 3.904924e+02 	 4.764806e+05
268 	 3.961517e+02 	 4.758720e+05
268 	 4.018110e+02 	 4.752806e+05
268 	 4.074703e+02 	 4.747056e+05
268 	 4.131296e+02 	 4.741464e+05
268 	 4.187889e+02 	 4.736023e+05
268 	 4.244482e+02 	 4.730727e+05
268 	 4.301075e+02 	 4.725570e+05
268 	 4.357668e+02 	 4.720547e+05
268 	 4.414261e+02 	 4.715653e+05
268 	 4.470855e+02 	 4.710883e+05
268 	 4.527448e+02 	 4.706232e+05
268 	 4.584041e+02 	 4.701696e+05
268 	 4.640634e+02 	 4.697271e+05
268 	 4.697227e+02 	 4.692952e+05
268 	 4.753820e+02 	 4.688736e+05
268 	 4.810413e+02 	 4.684619e+05
268 	 4.867006e+02 	 4.680598e+05
268 	 4.923599e+02 	 4.676670e+05
268 	 4.980192e+02 	 4.672831e+05
268 	 5.036786e+02 	 4.669078e+05
268 	 5.093379e+02 	 4.665408e+05
268 	 5.149972e+02 	 4.661819e+05
268 	 5.206565e+02 	 4.658308e+05
268 	 5.263158e+02 	 4.654873e+05
268 	 5.319751e+02 	 4.651510e+05
268 	 5.376344e+02 	 4.648219e+05
268 	 5.432937e+02 	 4.644996e+05
268 	 5.489530e+02 	 4.641839e+05
268 	 5.546123e+02 	 4.638747e+05
268 	 5.602716e+02 	 4.635718e+05
268 	 5.659310e+02 	 4.632749e+05
268 	 5.715903e+02 	 4.629838e+05
268 	 5.772496e+02 	 4.626985e+05
268 	 5.829089e+02 	 4.624188e+05
268 	 5.885682e+02 	 4.621444e+05
268 	 5.942275e+02 	 4.618752e+05
268 	 5.998868e+02 	 4.616111e+05
268 	 6.055461e+02 	 4.613519e+05
268 	 6.112054e+02 	 4.610976e+05
268 	 6.168647e+02 	 4.608479e+05
268 	 6.225241e+02 	 4.606027e+05
268 	 6.281834e+02 	 4.603620e+05
268 	 6.338427e+02 	 4.601256e+05
268 	 6.395020e+02 	 4.598933e+05
268 	 6.451613e+02 	 4.596652e+05
268 	 6.508206e+02 	 4.594409e+05
268 	 6.564799e+02 	 4.592206e+05
268 	 6.621392e+02 	 4.590040e+05
268 	 6.677985e+02 	 4.587911e+05
268 	 6.734578e+02 	 4.585818e+05
268 	 6.791171e+02 	 4.583760e+05
268 	 6.847765e+02 	 4.581735e+05
268 	 6.904358e+02 	 4.579744e+05
268 	 6.960951e+02 	 4.577785e+05
268 	 7.017544e+02 	 4.575858e+05
268 	 7.074137e+02 	 4.573962e+05
268 	 7.130730e+02 	 4.572096e+05
268 	 7.187323e+02 	 4.570259e+05
268 	 7.243916e+02 	 4.568451e+05
268 	 7.300509e+02 	 4.566671e+05
268 	 7.357102e+02 	 4.564918e+05
268 	 7.413696e+02 	 4.563192e+05
268 	 7.470289e+02 	 4.561492e+05
268 	 7.526882e+02 	 4.559818e+05
268 	 7.583475e+02 	 4.558168e+05
268 	 7.640068e+02 	 4.556544e+05
268 	 7.696661e+02 	 4.554943e+05
268 	 7.753254e+02 	 4.553365e+05
268 	 7.809847e+02 	 4.551810e+05
268 	 7.866440e+02 	 4.550278e+05
268 	 7.923033e+02 	 4.548768e+05
268 	 7.979626e+02 	 4.547279e+05
268 	 8.036220e+02 	 4.545810e+05
268 	 8.092813e+02 	 4.544363e+05
268 	 8.149406e+02 	 4.542936e+05
268 	 8.205999e+02 	 4.541528e+05
268 	 8.262592e+02 	 4.540139e+05
268 	 8.319185e+02 	 4.538770e+05
268 	 8.375778e+02 	 4.537419e+05
268 	 8.432371e+02 	 4.536086e+05
268 	 8.488964e+02 	 4.534771e+05
268 	 8.545557e+02 	 4.533473e+05
268 	 8.602151e+02 	 4.532192e+05
268 	 8.658744e+02 	 4.530928e+05
268 	 8.715337e+02 	 4.529681e+05
268 	 8.771930e+02 	 4.528450e+05
268 	 8.828523e+02 	 4.527234e+05
268 	 8.885116e+02 	 4.526034e+05
268 	 8.941709e+02 	 4.524849e+05
268 	 8.998302e+02 	 4.523679e+05
268 	 9.054895e+02 	 4.522523e+05
268 	 9.111488e+02 	 4.521382e+05
268 	 9.168081e+02 	 4.520255e+05
268 	 9.224675e+02 	 4.519142e+05
268 	 9.281268e+02 	 4.518043e+05
269 	 7.923033e+01 	 6.501176e+05
269 	 8.488964e+01 	 6.358039e+05
269 	 9.054895e+01 	 6.232795e+05
269 	 9.620826e+01 	 6.122285e+05
269 	 1.018676e+02 	 6.024054e+05
269 	 1.075269e+02 	 5.936163e+05
269 	 1.131862e+02 	 5.857061e+05
269 	 1.188455e+02 	 5.785492e+05
269 	 1.245048e+02 	 5.720430e+05
269 	 1.301641e+02 	 5.661026e+05
269 	 1.358234e+02 	 5.606572e+05
269 	 1.414827e+02 	 5.556474e+05
269 	 1.471420e+02 	 5.510229e+05
269 	 1.528014e+02 	 5.467411e+05
269 	 1.584607e+02 	 5.427651e+05
269 	 1.641200e+02 	 5.390632e+05
269 	 1.697793e+02 	 5.356082e+05
269 	 1.754386e+02 	 5.323761e+05
269 	 1.810979e+02 	 5.293460e+05
269 	 1.867572e+02 	 5.264995e+05
269 	 1.924165e+02 	 5.238205e+05
269 	 1.980758e+02 	 5.212946e+05
269 	 2.037351e+02 	 5.189089e+05
269 	 2.093945e+02 	 5.166523e+05
269 	 2.150538e+02 	 5.145144e+05
269 	 2.207131e+02 	 5.124861e+05
269 	 2.263724e+02 	 5.105593e+05
269 	 2.320317e+02 	 5.087265e+05
269 	 2.376910e+02 	 5.069809e+05
269 	 2.433503e+02 	 5.053165e+05
269 	 2.490096e+02 	 5.037278e+05
269 	 2.546689e+02 	 5.022097e+05
269 	 2.603282e+02 	 5.007575e+05
269 	 2.659875e+02 	 4.993672e+05
269 	 2.716469e+02 	 4.980348e+05
269 	 2.773062e+02 	 4.967568e+05
269 	 2.829655e+02 	 4.955299e+05
269 	 2.886248e+02 	 4.943512e+05
269 	 2.942841e+02 	 4.932177e+05
269 	 2.999434e+02 	 4.921271e+05
269 	 3.056027e+02 	 4.910768e+05
269 	 3.112620e+02 	 4.900647e+05
269 	 3.169213e+02 	 4.890888e+05
269 	 3.225806e+02 	 4.881471e+05
269 	 3.282400e+02 	 4.872379e+05
269 	 3.338993e+02 	 4.863595e+05
269 	 3.395586e+02 	 4.855104e+05
269 	 3.452179e+02 	 4.846891e+05
269 	 3.508772e+02 	 4.838943e+05
269 	 3.565365e+02 	 4.831248e+05
269 	 3.621958e+02 	 4.823793e+05
269 	 3.678551e+02 	 4.816567e+05
269 	 3.735144e+02 	 4.809560e+05
269 	 3.791737e+02 	 4.802763e+05
269 	 3.848331e+02 	 4.796165e+05
269 	 3.904924e+02 	 4.789759e+05
269 	 3.961517e+02 	 4.783535e+05
269 	 4.018110e+02 	 4.777487e+05
269 	 4.074703e+02 	 4.771607e+05
269 	 4.131296e+02 	 4.765888e+05
269 	 4.187889e+02 	 4.760324e+05
269 	 4.244482e+02 	 4.754908e+05
269 	 4.301075e+02 	 4.749635e+05
269 	 4.357668e+02 	 4.744498e+05
269 	 4.414261e+02 	 4.739493e+05
269 	 4.470855e+02 	 4.734615e+05
269 	 4.527448e+02 	 4.729859e+05
269 	 4.584041e+02 	 4.725220e+05
269 	 4.640634e+02 	 4.720695e+05
269 	 4.697227e+02 	 4.716278e+05
269 	 4.753820e+02 	 4.711967e+05
269 	 4.810413e+02 	 4.707757e+05
269 	 4.867006e+02 	 4.703645e+05
269 	 4.923599e+02 	 4.699628e+05
269 	 4.980192e+02 	 4.695701e+05
269 	 5.036786e+02 	 4.691864e+05
269 	 5.093379e+02 	 4.688111e+05
269 	 5.149972e+02 	 4.684441e+05
269 	 5.206565e+02 	 4.680850e+05
269 	 5.263158e+02 	 4.677337e+05
269 	 5.319751e+02 	 4.673899e+05
269 	 5.376344e+02 	 4.670533e+05
269 	 5.432937e+02 	 4.667237e+05
269 	 5.489530e+02 	 4.664009e+05
269 	 5.546123e+02 	 4.660847e+05
269 	 5.602716e+02 	 4.657749e+05
269 	 5.659310e+02 	 4.654712e+05
269 	 5.715903e+02 	 4.651736e+05
269 	 5.772496e+02 	 4.648818e+05
269 	 5.829089e+02 	 4.645957e+05
269 	 5.885682e+02 	 4.643151e+05
269 	 5.942275e+02 	 4.640399e+05
269 	 5.998868e+02 	 4.637698e+05
269 	 6.055461e+02 	 4.635048e+05
269 	 6.112054e+02 	 4.632447e+05
269 	 6.168647e+02 	 4.629893e+05
269 	 6.225241e+02 	 4.627386e+05
269 	 6.281834e+02 	 4.624924e+05
269 	 6.338427e+02 	 4.622507e+05
269 	 6.395020e+02 	 4.620131e+05
269 	 6.451613e+02 	 4.617798e+05
269 	 6.508206e+02 	 4.615505e+05
269 	 6.564799e+02 	 4.613252e+05
269 	 6.621392e+02 	 4.611037e+05
269 	 6.677985e+02 	 4.608860e+05
269 	 6.734578e+02 	 4.606719e+05
269 	 6.791171e+02 	 4.604614e+05
269 	 6.847765e+02 	 4.602544e+05
269 	 6.904358e+02 	 4.600508e+05
269 	 6.960951e+02 	 4.598505e+05
269 	 7.017544e+02 	 4.596534e+05
269 	 7.074137e+02 	 4.594595e+05
269 	 7.130730e+02 	 4.592686e+05
269 	 7.187323e+02 	 4.590808e+05
269 	 7.243916e+02 	 4.588959e+05
269 	 7.300509e+02 	 4.587138e+05
269 	 7.357102e+02 	 4.585346e+05
269 	 7.413696e+02 	 4.583581e+05
269 	 7.470289e+02 	 4.581843e+05
269 	 7.526882e+02 	 4.580131e+05
269 	 7.583475e+02 	 4.578444e+05
269 	 7.640068e+02 	 4.576782e+05
269 	 7.696661e+02 	 4.575145e+05
269 	 7.753254e+02 	 4.573532e+05
269 	 7.809847e+02 	 4.571942e+05
269 	 7.866440e+02 	 4.570375e+05
269 	 7.923033e+02 	 4.568830e+05
269 	 7.979626e+02 	 4.567308e+05
269 	 8.036220e+02 	 4.565806e+05
269 	 8.092813e+02 	 4.564326e+05
269 	 8.149406e+02 	 4.562866e+05
269 	 8.205999e+02 	 4.561427e+05
269 	 8.262592e+02 	 4.560007e+05
269 	 8.319185e+02 	 4.558606e+05
269 	 8.375778e+02 	 4.557225e+05
269 	 8.432371e+02 	 4.555862e+05
269 	 8.488964e+02 	 4.554517e+05
269 	 8.545557e+02 	 4.553190e+05
269 	 8.602151e+02 	 4.551880e+05
269 	 8.658744e+02 	 4.550587e+05
269 	 8.715337e+02 	 4.549312e+05
269 	 8.771930e+02 	 4.548052e+05
269 	 8.828523e+02 	 4.546809e+05
269 	 8.885116e+02 	 4.545582e+05
269 	 8.941709e+02 	 4.544370e+05
269 	 8.998302e+02 	 4.543174e+05
269 	 9.054895e+02 	 4.541992e+05
269 	 9.111488e+02 	 4.540825e+05
269 	 9.168081e+02 	 4.539673e+05
269 	 9.224675e+02 	 4.538534e+05
270 	 7.923033e+01 	 6.564320e+05
270 	 8.488964e+01 	 6.417994e+05
270 	 9.054895e+01 	 6.289959e+05
270 	 9.620826e+01 	 6.176988e+05
270 	 1.018676e+02 	 6.076568e+05
270 	 1.075269e+02 	 5.986719e+05
270 	 1.131862e+02 	 5.905855e+05
270 	 1.188455e+02 	 5.832692e+05
270 	 1.245048e+02 	 5.766181e+05
270 	 1.301641e+02 	 5.705453e+05
270 	 1.358234e+02 	 5.649785e+05
270 	 1.414827e+02 	 5.598571e+05
270 	 1.471420e+02 	 5.551297e+05
270 	 1.528014e+02 	 5.507525e+05
270 	 1.584607e+02 	 5.466879e+05
270 	 1.641200e+02 	 5.429036e+05
270 	 1.697793e+02 	 5.393716e+05
270 	 1.754386e+02 	 5.360675e+05
270 	 1.810979e+02 	 5.329698e+05
270 	 1.867572e+02 	 5.300600e+05
270 	 1.924165e+02 	 5.273212e+05
270 	 1.980758e+02 	 5.247390e+05
270 	 2.037351e+02 	 5.223003e+05
270 	 2.093945e+02 	 5.199933e+05
270 	 2.150538e+02 	 5.178078e+05
270 	 2.207131e+02 	 5.157344e+05
270 	 2.263724e+02 	 5.137646e+05
270 	 2.320317e+02 	 5.118909e+05
270 	 2.376910e+02 	 5.101065e+05
270 	 2.433503e+02 	 5.084050e+05
270 	 2.490096e+02 	 5.067809e+05
270 	 2.546689e+02 	 5.052290e+05
270 	 2.603282e+02 	 5.037445e+05
270 	 2.659875e+02 	 5.023232e+05
270 	 2.716469e+02 	 5.009611e+05
270 	 2.773062e+02 	 4.996547e+05
270 	 2.829655e+02 	 4.984004e+05
270 	 2.886248e+02 	 4.971954e+05
270 	 2.942841e+02 	 4.960367e+05
270 	 2.999434e+02 	 4.949218e+05
270 	 3.056027e+02 	 4.938481e+05
270 	 3.112620e+02 	 4.928135e+05
270 	 3.169213e+02 	 4.918158e+05
270 	 3.225806e+02 	 4.908531e+05
270 	 3.282400e+02 	 4.899237e+05
270 	 3.338993e+02 	 4.890257e+05
270 	 3.395586e+02 	 4.881577e+05
270 	 3.452179e+02 	 4.873181e+05
270 	 3.508772e+02 	 4.865056e+05
270 	 3.565365e+02 	 4.857189e+05
270 	 3.621958e+02 	 4.849568e+05
270 	 3.678551e+02 	 4.842181e+05
270 	 3.735144e+02 	 4.835018e+05
270 	 3.791737e+02 	 4.828069e+05
270 	 3.848331e+02 	 4.821325e+05
270 	 3.904924e+02 	 4.814776e+05
270 	 3.961517e+02 	 4.808414e+05
270 	 4.018110e+02 	 4.802231e+05
270 	 4.074703e+02 	 4.796220e+05
270 	 4.131296e+02 	 4.790374e+05
270 	 4.187889e+02 	 4.784685e+05
270 	 4.244482e+02 	 4.779149e+05
270 	 4.301075e+02 	 4.773758e+05
270 	 4.357668e+02 	 4.768507e+05
270 	 4.414261e+02 	 4.763391e+05
270 	 4.470855e+02 	 4.758404e+05
270 	 4.527448e+02 	 4.753542e+05
270 	 4.584041e+02 	 4.748800e+05
270 	 4.640634e+02 	 4.744173e+05
270 	 4.697227e+02 	 4.739658e+05
270 	 4.753820e+02 	 4.735251e+05
270 	 4.810413e+02 	 4.730947e+05
270 	 4.867006e+02 	 4.726744e+05
270 	 4.923599e+02 	 4.722637e+05
270 	 4.980192e+02 	 4.718623e+05
270 	 5.036786e+02 	 4.714700e+05
270 	 5.093379e+02 	 4.710863e+05
270 	 5.149972e+02 	 4.707112e+05
270 	 5.206565e+02 	 4.703441e+05
270 	 5.263158e+02 	 4.699850e+05
270 	 5.319751e+02 	 4.696335e+05
270 	 5.376344e+02 	 4.692894e+05
270 	 5.432937e+02 	 4.689524e+05
270 	 5.489530e+02 	 4.686224e+05
270 	 5.546123e+02 	 4.682992e+05
